golden_id,customer_tweet_id,customer_text,golden_intent,confidence,case_type,escalation_expected,annotation_notes,brand_response,review_order,golden_selected,annotation_status,text_length,has_question_mark,has_number,signal_network,signal_data,signal_recharge,signal_sim_device,signal_vas_charge,signal_bonus_promo,signal_account_general,signal_low_information,signal_possible_escalation,signal_short_message,topic_signal_count,review_priority,review_example
G076,2247212,"@GloCare URGENT! I have not had network in my house area (somewhere in Rumuodara,PHC) for months. Which kain wahala be this? Once i get back from work i cant call or use data on my Glo line.",network_issue,high,escalation_relevant,yes,Customer reports a months-long local network outage affecting calls and data.,"@654882 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",36.0,yes,,190.0,True,False,True,True,False,False,False,False,False,True,False,False,2.0,2.0,
G077,315466,"@GloCare @191307 Is there any 4g site around Egbeda, new Ife road Ibadan?",network_issue,high,routine,no,Customer asks about availability of a 4G site in a specific area.,"@191313 @191307 Morning, yes there is along egbeda-atuba road, Ibadan, Oyo state. TT",37.0,yes,,73.0,True,True,True,True,False,False,False,False,False,False,False,False,2.0,1.0,
G078,2800841,"@GloCare @117627 
I load card and subscribed u telling me e never work that all these time am using my money de browse ? i DM u guys ‘ una de do me like hausa girl una no even wan pick my calls 
No be by force to use Glo oo 
God punish all of una 🚶🏿✌🏿
Hi @118424 🤚🏿",data_issue,medium,escalation_relevant,yes,Customer reports data access problems after subscribing and expresses dissatisfaction.,@774274 @117627 @118424 Already replied . ^GM,38.0,yes,,262.0,True,True,False,True,False,False,False,False,False,True,True,False,1.0,2.0,
G079,967837,"@GloCare if a friend share his data with me ,does it indirectly means I share mine with him too ?",data_issue,high,routine,no,Customer asks whether receiving shared data implies reciprocal sharing.,"@318686 Morning, no it does not. AP",39.0,yes,,97.0,True,False,False,True,False,False,False,False,False,True,False,False,1.0,1.0,
G080,658682,How can I have 4095mb of glo data as at 13th November and today 22nd I'm left with only 200mb haba @GloCare which kind 419 be this?,data_issue,high,escalation_relevant,yes,Customer reports unexpectedly rapid data consumption.,@276819 We kindly request you monitor your data usage. You may want to check if you have any number(s) sharing data with you. CA,40.0,yes,,131.0,True,True,False,True,False,False,False,False,False,True,False,False,1.0,1.0,
G081,2945949,"@GloCare that Streaming #YouTube video from 1am-5:30am is it still on ?
Because I always buy data of #2.5k",data_plan_issue,high,routine,no,Customer asks whether a specific streaming-data benefit is still available.,@813733 yes it is still on ~ OO,41.0,yes,,106.0,True,True,False,True,False,False,False,False,False,False,False,False,1.0,0.0,
G082,2812719,"@GloCare Yeah, but will the extension retain the unused data and take it over to the next month?",data_plan_issue,high,routine,no,Customer asks whether unused data carries over after a plan extension.,@120252 yes it will ~ OO,42.0,yes,,96.0,True,False,False,True,False,False,False,False,False,False,False,False,1.0,0.0,
G083,69361,"@GloCare just bought 1000 data and instead of 3.2gb I saw 1648mb on 07059556635 Wi-Fi modem, what's happening?",data_plan_issue,high,routine,no,Customer received less data than expected under a specific plan/renewal rule.,"@131705 Yes, initially for 1000 data plan you get 1.6gig as you auto renew/extend your plan, you will get the 100% bonus data for the plan bought. Also,a 7-day grace period is provided for renewal of plan after expiration, after which you are only eligible to half the data volume. ET.",43.0,yes,,110.0,True,True,False,True,False,False,False,False,False,False,False,False,1.0,0.0,
G084,228170,"@GloCare I got a message that I should dial x100x6x1#,hope it wouldn't affect my package of #2500 for 10G data?",data_plan_issue,medium,ambiguous,yes,Customer asks whether a migration code would affect an existing data package.,"@170400 Morning Johnson, may we know if you intend to migrate to Gbam Extra package?  TT",44.0,yes,,111.0,True,True,False,True,False,False,False,False,False,False,False,False,1.0,0.0,
G085,1199678,No glo network since 6pm ...@GloCare what's up?,network_issue,high,routine,yes,Customer reports complete loss of network service.,"@401880 Hello, we empathize with you. May we know the error message you get? PE",45.0,yes,,47.0,True,True,True,False,False,False,False,False,False,True,False,False,1.0,1.0,
G086,1732070,@GloCare good morning.. Why is my GLO network poor??? Since on Friday up till now showing me emergency call only. Pls. 08052515535,network_issue,high,escalation_relevant,yes,Customer reports emergency-only network status lasting several days.,"@128809 We apologize for any inconvenience. Kindly provide your, exact location, device type and error response so we can progress UO.",46.0,yes,,130.0,True,True,True,False,False,False,False,False,False,True,False,False,1.0,1.0,
G087,2769400,@GloCare @170399 what sort of network is this? over 7hrs I've been trying to subscribe. network engineers have been working since 6am,data_plan_issue,medium,ambiguous,yes,Customer cannot subscribe to a data package and reports an ongoing network-related problem.,@232567 @170399 Kindly try again issue has been resolved. ET.,47.0,yes,,133.0,True,True,True,False,False,False,False,False,False,True,False,False,1.0,1.0,
G088,1210497,"@GloCare Network status? Worst! I Just replying 2 days later means, everything was shot down till last night, hope this last past 12 noon.",network_issue,high,escalation_relevant,yes,Customer reports severe network outage and asks whether service will remain unavailable.,"@404147 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO.",48.0,yes,,138.0,True,True,True,False,False,False,False,False,False,True,False,False,1.0,1.0,
G089,1833990,"Am I d only one ""enjoying"" ds very poor network from @117627? So terrible. @GloCare @145585",network_issue,high,routine,yes,Customer reports very poor network quality and needs location-specific assistance.,"@550127 @117627 @145585 Afternoon Abayomi, may we know the exact issue being experienced at your location to offer you assistance? TT",49.0,yes,,91.0,True,True,True,False,False,False,False,False,False,False,False,False,1.0,0.0,
G090,1917354,@GloCare I have recharge but can't access my bonuses. Why?,bonus_or_promotion_issue,high,routine,no,Customer cannot access bonuses after recharge and asks why.,@241944 Kindly dial #122*35# to check it. AP,50.0,yes,,58.0,True,False,False,False,True,False,True,True,False,False,True,False,3.0,2.0,
G091,469794,"@GloCare i did not apply for any #service. Dear User, your billing for Glo Gamestore has failed due insufficient balance. Please recharge",unauthorized_charge_or_vas,high,routine,no,Customer denies requesting Gamestore service; account/service billing issue.,@222686 Kindly provide your phone number for assistance. ET.,,yes,,,,,,,,,,,,,,,,,1.0
G092,1894596,@GloCare That's not what I have problem with please. Fix this deductions thing.,unauthorized_charge_or_vas,high,escalation_relevant,yes,Customer explicitly asks to resolve unexplained deductions.,@564748 Complaint has been escalated. You will receive a text informing you when the issue will be rectified. GA,,yes,,,,,,,,,,,,,,,,,2.0
G093,988312,"@GloCare haba, my glo 4g lte wanna kill me this month since i subscribed. It doesnt go again, im tired pls help 😩😭😭😭",data_issue,high,escalation_relevant,yes,4G/data service stopped after subscription.,"@354156 Good afternoon, may we have your number, device details, exact location and error message for assistance. We empathize. SO",,yes,,,,,,,,,,,,,,,,,4.0
G094,883415,@GloCare but one things remains. I am a victim of unsolicited deductions. Please deactivate all deductions on 0815699716,unauthorized_charge_or_vas,high,escalation_relevant,yes,Unsolicited deductions/service issue requires account-specific investigation.,"@329777 Good evening, we empathize, number not correct. Please dial 777*# to know number. SG",,yes,,,,,,,,,,,,,,,,,5.0
G095,46773,@GloCare As a matter of fact I didn't download any song So please deactivate any caller tunes and VAS or song as a matter of urgency .thanks,unauthorized_charge_or_vas,high,routine,no,Customer wants caller-tune/VAS messages stopped.,@126397 Your request for VAS deactivation has bee treated. Stay Unlimited!  TT,,yes,,,,,,,,,,,,,,,,,6.0
G096,2414019,@GloCare Please can i know the meaning of DND list,account_or_general_support,high,routine,no,Asks for the meaning of DND.,@693915 Do not disturb . CA,,yes,,,,,,,,,,,,,,,,,10.0
G097,2685770,@GloCare hi would like to deactivate my glo camp-boost plan,data_plan_issue,high,routine,no,Requests deactivation of a specific data plan.,"@433350 Hello George, do you refer to stopping an already active plan? UO",,yes,,,,,,,,,,,,,,,,,11.0
G098,1157088,@GloCare pls i want to remove a no. From glo gifting how do i do that,data_plan_issue,high,routine,no,Requests removal from data gifting/sharing.,"@392192 Hello Tobi, you can remove shared number ( not gifting) Dial *127*02*[friend’s number]# OR Send “Remove [friend’s number]” to 127. SO",,yes,,,,,,,,,,,,,,,,,13.0
G099,33122,"@GloCare please where can I locate glo office near University of Ibadan environs.
Need to retrieve my lost sim card ASAP. Thanks",sim_or_device_issue,high,routine,no,Asks where to retrieve a lost SIM.,"@123325 Hello Ijeoma, Conoil Filling Station, Sango/Eleyele Road, Beside Polytechnic south campus gate, Ibadan. SO",,yes,,,,,,,,,,,,,,,,,15.0
G100,1123739,"@GloCare I rchrgd N500 wt *323*PIN# bt none of my accts ws credited, made 2 kols to 121 yet not credited abt 7hrs now. 08050597950.",recharge_or_airtime_issue,high,escalation_relevant,yes,Recharge was made but account was not credited.,@385001 Good morning. May we have the recharge card serial number via DM? FA,,yes,,,,,,,,,,,,,,,,,16.0
G101,2121921,What are the requirements for retrieving a lost sim @GloCare,sim_or_device_issue,high,routine,no,Asks requirements for retrieving a lost SIM.,"@456319 Visit any Gloworld/Glo zone outlet with a valid means of ID, at least N100, the sim pack or affidavit and 5 frequently dialed numbers. GA",,yes,,,,,,,,,,,,,,,,,17.0
G102,20402,@GloCare *123*pin#,recharge_or_airtime_issue,medium,ambiguous,yes,Short recharge code; historical response indicates recharge-card handling.,@120456 We apologize. Please provide card serial number. UO,,yes,,,,,,,,,,,,,,,,,18.0
G103,347136,"@GloCare i went to ur office to change my sim to Nano sim, after presenting my sim n idcard, d lady there said I mst bring an affidavit",sim_or_device_issue,high,routine,no,SIM replacement requires affidavit.,@198670 You will need an affidavit in place of the items you cannot provide for the replacement. ET,,yes,,,,,,,,,,,,,,,,,19.0
G104,2717684,"@GloCare I don't have the Sim pack but, I have a valid ID",sim_or_device_issue,high,routine,no,Missing SIM pack and asks about replacement requirements.,@361684 Kindly get an Affidavit and /or police report for the process. Thank you.  TT,,yes,,,,,,,,,,,,,,,,,20.0
G105,1123768,"@GloCare Please, I want to complain about the poor service in my area. If I put on 3G service it shows emergency calls only.  PLEASE HELP!",network_issue,high,routine,yes,Emergency-only service on 3G indicates network/connectivity issue.,"@153133 Good morning, we empathize. Please alternate the network mode, select either 2g or 3g only, not both. Restart your device afterwards. GA",,yes,,,,,,,,,,,,,,,,,21.0
G106,94526,@GloCare Glo charges me 0.24 per secs same network cos I called glo line for 5 secs and was charged 1.2 /5secs =0.24 x60 =N14. 4 per min.,voice_or_line_issue,high,escalation_relevant,yes,Customer reports unusually high voice-call charges.,"@136527 ""Hello Aminu, may we have your number for clarification. Thank you. IQ",,yes,,,,,,,,,,,,,,,,,22.0
G107,2330459,@GloCare Kindly help deactivate auto renewal on my line. I have tried to do so via text messages it wasn't going. My phone no: 08056341036,data_plan_issue,high,routine,no,Requests deactivation of data auto-renewal.,@419756 Kindly conform the service you wish to cancel auto renewal on. Thank you. CA,,yes,,,,,,,,,,,,,,,,,23.0
G108,1199689,"@GloCare Your call cannot be completed at the moment, please try again later",voice_or_line_issue,high,routine,no,Calls cannot be completed; historical response attributes it to insufficient credit.,"@401886 Afternoon Habiba, kindly recharge your line. You have insufficient credit to make calls. Dial #124*1# to check.  TT",,yes,,,,,,,,,,,,,,,,,24.0
G109,2092984,@GloCare pls my line got blocked while trying to input my code,sim_or_device_issue,high,escalation_relevant,yes,SIM/line became blocked; historical response explicitly requires offline handling.,"@618458 Apologies, we don't handle SIM blocked  issue(s) online due to security reasons. Kindly call 121 or visit Gloworld for assistance. DA",,yes,,,,,,,,,,,,,,,,,25.0
G110,1266230,"@GloCare I don't want messages about recharge to get bonus etc, it comes in every morning and it's really disturbing",unauthorized_charge_or_vas,high,routine,no,Wants recurring promotional/service messages stopped.,"@331948 Hello Meeday, kindly provide your mobile number for assistance to deactivate it. STOP to 2442 is fo full VAS DND.  TT",,yes,,,,,,,,,,,,,,,,,27.0
G111,1016172,@GloCare I'm having issues recharging my glo line. I need help pls,recharge_or_airtime_issue,high,escalation_relevant,yes,Explicit difficulty recharging the line.,"@360439 Good evening. We sincerely apologize for the inconveniences. The issue is being resolved. Please, bear with us. FA",,yes,,,,,,,,,,,,,,,,,28.0
G112,304494,@GloCare I currently do not have sufficient credit to make the call,voice_or_line_issue,high,routine,no,Insufficient credit prevents calling.,@188713 The recharge amount has 5 days validity. View details below.  TT https://t.co/DwDgOHYsCv,,yes,,,,,,,,,,,,,,,,,29.0
G113,2330443,"Hello @gloCare 
I don't receive SMS on my line. Please kindly correct",voice_or_line_issue,high,routine,yes,Cannot receive SMS on the line.,@562309 Try to restart your phone without the sim on it. Replace sim and try to send a message to your line. CA,,yes,,,,,,,,,,,,,,,,,30.0
G114,1518982,@GloCare please kindly deactivate the Auto borrow me on dis line 07057946656 up,recharge_or_airtime_issue,high,routine,no,Requests deactivation of Auto Borrow service.,@472322 Treated. ^GM,,yes,,,,,,,,,,,,,,,,,31.0
G115,424203,@GloCare @215975 Please unsubscribe entertainment factory on my line 0905 585 8471.,unauthorized_charge_or_vas,high,routine,no,Requests unsubscribe from entertainment service.,"@215974 Hello Victor, To stop Binbit, please send STOP GL1 to 55357. Thank you. UO",,yes,,,,,,,,,,,,,,,,,32.0
G116,1632844,@GloCare .THIS is sad cause am thinking of changing my line. not fair . What's happening wit ur network .,network_issue,high,routine,yes,Reports poor network.,"@499618 We empathize, issue is being undertaken by the concerned team, please be patient. SG",,yes,,,,,,,,,,,,,,,,,33.0
G117,65411,@GloCare u guys wee just be deducting 1s money and if u now call u wee start hearing..u subscribed for certain plans... Issa lie o,unauthorized_charge_or_vas,high,escalation_relevant,yes,Reports unexplained deductions/subscriptions.,@130981 May we know how much was deducted and when the deduction was made?kindly provide your number for assistance. ET.,,yes,,,,,,,,,,,,,,,,,35.0
G118,2715647,"@GloCare 3days old sim wit N400, plus bonus and jumbo. Only about 10mins call. No SMS, no internet. Calculate it",sim_or_device_issue,medium,escalation_relevant,yes,New SIM has multiple service problems; SIM setup/account-specific handling.,"@762314 Hello Oses, kindly provide the mobile number for checks and assistance.  TT",,yes,,,,,,,,,,,,,,,,,36.0
G119,1855757,"@GloCare seems you guys now run shift with a data service I paid for. At night no network, in the morning it shows face.",data_issue,high,escalation_relevant,yes,Intermittent data service.,"@555108 Good morning. We apologize for the inconveniences. May we have your number, location, device name, model, APN, username and password? FA",,yes,,,,,,,,,,,,,,,,,37.0
G120,2218246,"@GloCare please guys, data browsing just stopped at egbeda/idimu/ikotun area . Alimosho Lagos. Full network bars but no browsing",data_issue,high,escalation_relevant,yes,No browsing despite full signal bars.,@343861 Work is ongoing in order to resolve the issue. We crave your patience while this is done. Thank you. CA,,yes,,,,,,,,,,,,,,,,,38.0
G121,2443697,"@GloCare @700705 @117627 Bukuru, Jos. Loss of signal for &gt;6 hours. Tafawa Balewa, Jos. Loss of Internet service. This happens on a daily actually.",network_issue,high,escalation_relevant,yes,Repeated signal/internet loss.,"@700706 @700705 @117627 Sincere apologies. kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. AP",,yes,,,,,,,,,,,,,,,,,39.0
G122,496739,@GloCare ur data service at Lagos island is terrible. I can't browse since morning,data_issue,high,escalation_relevant,yes,Cannot browse.,"@233522 We apologize. May we have your number, error message, exact location with landmarks, issue duration and device type for assistance. SO",,yes,,,,,,,,,,,,,,,,,40.0
G123,1389446,@GloCare help me check my line 08058011999 i ave megabyte but i pay for internet from the main acct,data_issue,medium,ambiguous,yes,Data exists but internet is charging the main account; needs account/service investigation.,"@443002 Ensure you have the correct settings. APN- Gloflat, Username - Flat and Password-Flat. Thank you. UO.",,yes,,,,,,,,,,,,,,,,,41.0
G124,2358270,"Good evening guys, so i have been unable to browse properly with my Glo sim since Saturday @GloCare",data_issue,high,routine,yes,Persistent inability to browse.,@562558 We sincerely apologize for the inconvenience. May we have  your location and number? DA,,yes,,,,,,,,,,,,,,,,,42.0
G125,134239,"@airtel_care @GloCare Pls what is the cheapest data u have because all like other networks like glo, have 1000 for 3.5gb",data_plan_issue,high,routine,no,Asks for the cheapest available data plan.,@146233 Please visit https://t.co/GvxBuIxUZL to see our new plan list. UO,,yes,,,,,,,,,,,,,,,,,45.0
G126,445883,"@GloCare pls no Glo network in OKEMESI ekiti,in ekiti west for d past 9days pls,we want to make call and browse ,find sometin do pls",network_issue,high,escalation_relevant,yes,Nine-day network outage affecting calls and browsing.,"@144577 Morning, we apologize for the inconvenience. Kindly provide your mobile number, error response, exact location with landmarks, LGA , alternate mobile number, issue duration and device type for assistance. TT",,yes,,,,,,,,,,,,,,,,,47.0
G127,1931834,@GloCare glo 09054590520. The last time I sub.  The message I received is that my data expires 2018. Why are yiu deducting my money na.,data_plan_issue,medium,ambiguous,yes,Questions money deduction associated with a data subscription.,"@220608 Hello Sandra, the data was exhausted by 2.31 PM today.  TT",,yes,,,,,,,,,,,,,,,,,48.0
G128,163952,"@GloCare 09056699203, the closest landmark is Royal glory hotel, kasmo area, Osogbo, Osun State, huwei honor 6, pls boost your browsing network,",network_issue,high,routine,yes,Location-specific browsing/network performance problem.,"@153952 Hello, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly bear with us. TT",,yes,,,,,,,,,,,,,,,,,49.0
G129,670042,"@GloCare hey,i need help with my subscription...keeps redirecting me to dial *777# to knw more about data plans",data_plan_issue,high,routine,no,Subscription/data-plan access problem.,@279817 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,,yes,,,,,,,,,,,,,,,,,51.0
G130,28337,"@GloCare No browsing network for us here, and our data subscription is always like a waste.. 
U can carry out a survey on this.. Form itoki to ifo",data_issue,high,escalation_relevant,yes,No browsing despite having a data subscription.,"@122205 Morning Vicky, kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",,yes,,,,,,,,,,,,,,,,,52.0
G131,1881394,"@GloCare your network is a disgrace, embarrassing that I subscribe and can't even use my data",data_issue,high,escalation_relevant,yes,Has data but cannot use it.,"@561463 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO.",,yes,,,,,,,,,,,,,,,,,53.0
G132,2167982,The worst network you could ever subscribe to its data is @117627 @GloCare @117626. You have data but you can't browse.,data_issue,high,escalation_relevant,yes,Has data but cannot browse.,"@636151 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO.",,yes,,,,,,,,,,,,,,,,,54.0
G133,2695567,"@GloCare pls am currently on #1000 3gb, i heard is now  4gb, hope on my next renewal is 4gb that i’ll see not 3gb as initial.",data_plan_issue,high,routine,no,Asks about data amount at renewal.,@261264 Yes it will. UO,,yes,,,,,,,,,,,,,,,,,55.0
G134,360520,@117627 @GloCare if u re having network issues inform ur customers. I thought I ve exhausted my bundle not knowing it's ur incompetence.,network_issue,medium,ambiguous,yes,Network problem appears to cause the perceived bundle/data issue.,"@201381 @117627 Hello Edu, we empathize. May we know the exact issue experienced for clarification. Thank you. SO",,yes,,,,,,,,,,,,,,,,,56.0
G135,381896,@GloCare  what is the code to stop getting your entertainment subscriptions finally?I send stop to 55357 only to be subscribed back to it.,unauthorized_charge_or_vas,high,routine,no,Requests stopping entertainment subscriptions.,"@206559 Good evening, please text STOP to 55357. Also text STOP to 2442 to cancel all unsolicited services. Thank you. SO",,yes,,,,,,,,,,,,,,,,,57.0
G136,209770,"@GloCare I'm talking of combo for international calling for 1000k subscription check d bal for me *777#,#122*1# isn't showing it nr is 07059646781",data_plan_issue,high,routine,no,Asks about international calling combo balance.,"@165622 Good evening, please confirm when you subscribed for the combo plan. SO",,yes,,,,,,,,,,,,,,,,,58.0
G137,49737,@GloCare It's high time you pple should introduce social bundles/plan...,data_plan_issue,high,routine,no,Requests/asks about a social data bundle/plan.,"@127131 Hello Yemi, We will notify the management of your request.Thank you  UO.",,yes,,,,,,,,,,,,,,,,,59.0
G138,2486781,@GloCare why am I being asked for a court affidavit to retrieve my registered line?,account_or_general_support,,escalation_relevant,yes,,"@710301 Where the SIM pack is unavailable, an affidavit attesting to the ownership and loss of the SIM must be provided. AP",,yes,,,,,,,,,,,,,,,,,
G139,598439,@GloCare My number is 08118875122,account_or_general_support,,low_information,yes,,@261898 The VAS on the line has been deactivated. You may send STOP to 2442 for full VAS DND.  TT,,yes,,,,,,,,,,,,,,,,,
G140,918858,"@GloCare When i try making calls the operator replies ""I can't call this number "" I can't call any number at all",voice_or_line_issue,,routine,no,,"@132391 Kindly send in your number,and duration of this issue. CA",,yes,,,,,,,,,,,,,,,,,
G141,1371044,@GloCare dailed it and still d same thing here is my number 08074640384,voice_or_line_issue,,ambiguous,yes,,@122460 Hello Troy the bonus has been credited on the line. Please initiate a chargeable service then dial the code to check again.  TT,,yes,,,,,,,,,,,,,,,,,
G142,2054146,"@GloCare The network is so irritating, I think it’s high time to swap the network",sim_or_device_issue,,ambiguous,yes,,"@607527 Hello Bams, kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",,yes,,,,,,,,,,,,,,,,,
G143,2500307,"@GloCare @7467 @25740 olorunsogo local govt,igbeti Oyo state,data and voice downtime android device",sim_or_device_issue,,ambiguous,yes,,"@713316 @7467 @25740 Hello, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. DA",,yes,,,,,,,,,,,,,,,,,
G144,1825267,@GloCare My credit balance is 100 naira doesn’t show me anything concerning bumpa bonus,bonus_or_promotion_issue,,routine,no,,@507063 for bumpa bonus dial #122*2# ~ OO,,yes,,,,,,,,,,,,,,,,,
G145,2330536,"@GloCare I thought glo infinito, which I'm currently on, also enjoys the 200% bonus? When did that stop?",bonus_or_promotion_issue,,routine,no,,"@141397 No please. Bumpa package enjoys 200 % bonus on every recharge,from N100 and above. CA",,yes,,,,,,,,,,,,,,,,,
G146,2463673,"@GloCare pls de glo mast in agingi rukuba Rd of bassa LGA of plateau state went off  since a week now and de pple of that community have been in suffering. There is no mtn, 9mobile and airtel services there. Due to the recent killings in de region, it is very dangerous to stay",network_issue,,escalation_relevant,yes,,@705173 We sincerely apologize for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA,,yes,,,,,,,,,,,,,,,,,
G147,539077,"@GloCare @117627 A week now, your network in Iseyin, Oyo State has been ATROCIOUS to put it MILDLY! Disappearing network!!! I guess you just employed Houdini but we subscribers didn't get the memo. Do remember to copy us when it returns! #MediocreGloNetwork @117626",network_issue,,escalation_relevant,yes,,"@244990 @117627 @117626 Sincere apologies. kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. AP",,yes,,,,,,,,,,,,,,,,,
G148,2965614,"@GloCare I still can't use the internet o. This is frustrating! 
😠😤",data_issue,,routine,no,,@374580 Please supply your number. ^GM,,yes,,,,,,,,,,,,,,,,,
G149,2005903,"@GloCare 08053575663, connection failure, oke-ode, abule-egba, pipeline junction, igoke estate, tecno Y2, can't browse @18561 except  @2688(mile 2)",data_issue,,ambiguous,yes,,"@191917 @18561 @2688 Hello Oluboba, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. TT",,yes,,,,,,,,,,,,,,,,,
G150,1462270,@GloCare pls u r deducting 50# from my credit on 08112952225 weekly...pls stop wateva dat is making u deduct it pls immediately...,unauthorized_charge_or_vas,,escalation_relevant,yes,,"@459389 Hello Mayowa, we apologize. Issue has been escalated to the unit in charge for assistance. SO",,yes,,,,,,,,,,,,,,,,,
G151,1079213,"@GloCare Again where is my N20?? Recharged 3k, you auto renewed a plan I didn't want and my balance mysteriously went down from N2001 to N1981",unauthorized_charge_or_vas,,ambiguous,yes,,"@374571 Kindly be patient, the refund is being processed.  TT",,yes,,,,,,,,,,,,,,,,,
G152,575889,@GloCare Between yesterday and today.... I recharge 500 around after 2,recharge_or_airtime_issue,,low_information,yes,,"@255512 Your refund is being processed. You may send STOP to 2442 to blacklist your line from such subsequently,if you haven't. CA",,yes,,,,,,,,,,,,,,,,,
G153,2693389,@GloCare I don't appreciate being ignored and I'm losing my patience. what kind of stupid customer service is this?,non_actionable_or_context_required,,ambiguous,yes,,@756549 The issue has been escalated. Please check our last tweet on your timeline. Thank you for your patience. UO,,yes,,,,,,,,,,,,,,,,,
G154,209853,@GloCare I am sincerely disappointed in glo customer service. Would I have lied on that? Even your colleague earlier confirmed it. Check chat history,non_actionable_or_context_required,,ambiguous,yes,,"@165648 Hello Julius,  Due to system upgrade, we apologize we are not be able to run a check at this time. Kindly exercise some patience. UO",,yes,,,,,,,,,,,,,,,,,
G155,160989,@GloCare  I haven't gotten any response please,non_actionable_or_context_required,,low_information,yes,,"@153131 Good evening, we apologize but due to security reason, need to call 121 for assistance. SG",,yes,,,,,,,,,,,,,,,,,
G156,9099,@GloCare @117628 @117625 @117626 @117627 @48760 @53205 @7476 This is over 10 times u people have been asking 4my number with conflicting responses frm SO &amp; d likes. 08054117690. U must refund my money.,unauthorized_charge_or_vas,,escalation_relevant,yes,,@117624 @117628 @117625 @117626 @117627 @48760 @53205 @7476 We sincerely apologize.We are unable to assist to access the line that we are currently carrying out an upgrade. Please check back later. SO,,yes,,,,,,,,,,,,,,,,,
