customer_tweet_id,customer_author_id,customer_created_at,customer_text,brand_tweet_id,brand_created_at,brand_response
2474624,707496,Wed Nov 15 12:41:08 +0000 2017,"@GloCare My sister recharged and subscribed for glo data plan of N1000 on the 10th, airtime value was deducted but haven't received data paid for, pls resolve asap.",2474620,Wed Nov 15 12:46:14 +0000 2017,"@707496 Sincere apologies, may we have the affected number and device type? GA"
2534349,721120,Thu Nov 16 08:06:17 +0000 2017,@GloCare 08154046242 Thank you,2534351,Thu Nov 16 08:37:21 +0000 2017,"@721120 Great, you have exhausted your data bundle.  You may send a mail to 3gsupport @117627.com for a breakdown of your data usage. FA"
2267327,659902,Sat Nov 11 07:44:54 +0000 2017,"@117627 @659903 Since @GloCare won't take my calls please why is #100 taken from my account daily when I have not subscribed for data or any glo services. I bought this line on Thursday 9th Nov., 2017",2267326,Sat Nov 11 07:57:11 +0000 2017,"@659902 @117627 Kindly send in your number,for a check. CA"
1746638,526574,Tue Nov 07 11:29:10 +0000 2017,"@117627 @GloCare you guys are a huge disappointment and failure, fix your damn shit",1746637,Tue Nov 07 15:00:50 +0000 2017,@526574 @117627 We apolgize.May we know what the exact issue is? AP
424203,215974,Tue Oct 10 05:25:15 +0000 2017,@GloCare @215975 Please unsubscribe entertainment factory on my line 0905 585 8471.,424202,Tue Oct 10 11:02:16 +0000 2017,"@215974 Hello Victor, To stop Binbit, please send STOP GL1 to 55357. Thank you. UO"
276707,182118,Thu Oct 19 14:34:15 +0000 2017,@GloCare called your customer care three times today and they've done the same thing you're doing now. Feigning assistance!,276706,Thu Oct 19 14:35:38 +0000 2017,@182118 Please state the issue in this chat thread for assistance. Thank you.  TT
1045316,367128,Mon Oct 23 06:56:07 +0000 2017,@GloCare you guys will drop calls that comes into your costumer care line and won't respond to tweets...,1045315,Mon Oct 23 10:02:04 +0000 2017,"@367128 Hello Tolulope, we apologize. May we know the exact issue for assistance. Thank you. SO"
584005,257777,Sun Dec 03 12:57:58 +0000 2017,"@GloCare my mobile #08159821678...I just recharge 1400 - was goin to load anoda 1100 so I can activate d (5gb) 2500 data plan, pls is there anything u can do to help?",584003,Sun Dec 03 13:41:58 +0000 2017,"@257777 Hello Chubby, kindly send CANCEL to 127 to deactivate the data auto renewal service on the line. It will enable you change subscription type.  TT"
1056466,369436,Mon Oct 23 11:56:15 +0000 2017,@GloCare On  the 22nd again... N100 was removed saying it's for renewal of what I never subscribed to. This has been happening and it's so annoying,1056468,Mon Oct 23 12:07:59 +0000 2017,@369436 Work already in progress on the issue. Please exercise patience. Thank you. SO
2536031,721467,Thu Nov 16 07:33:25 +0000 2017,"@GloCare rectify
It is my company hot line.
I cant even make calls",2536029,Thu Nov 16 08:07:02 +0000 2017,"@721467 We apologize for the inconveniences. May we know your device name, model, APN, username/password and the error message received? FA"
1123768,153133,Mon Oct 23 17:00:57 +0000 2017,"@GloCare Please, I want to complain about the poor service in my area. If I put on 3G service it shows emergency calls only.  PLEASE HELP!",1123767,Tue Oct 24 05:04:43 +0000 2017,"@153133 Good morning, we empathize. Please alternate the network mode, select either 2g or 3g only, not both. Restart your device afterwards. GA"
793273,307683,Thu Oct 12 14:03:05 +0000 2017,"@GloCare Am in kwale, Ndokwa west L.G.A, delta state Nigeria, close to ogbeani town Hall, winners chapel",793276,Thu Oct 12 18:34:42 +0000 2017,@307683 We apologize for the delayed response. Please check your timeline. Thank you. UO.
2493439,634314,Thu Nov 16 21:18:48 +0000 2017,@GloCare Now working.. It shouldn't go off again ooo,2493440,Thu Nov 16 23:25:05 +0000 2017,@634314 Thank you for the feed back.EE
658682,276819,Wed Nov 22 19:53:23 +0000 2017,How can I have 4095mb of glo data as at 13th November and today 22nd I'm left with only 200mb haba @GloCare which kind 419 be this?,658681,Wed Nov 22 22:37:58 +0000 2017,@276819 We kindly request you monitor your data usage. You may want to check if you have any number(s) sharing data with you. CA
160989,153131,Sat Jan 21 15:49:21 +0000 2017,@GloCare  I haven't gotten any response please,160987,Sat Jan 21 15:52:22 +0000 2017,"@153131 Good evening, we apologize but due to security reason, need to call 121 for assistance. SG"
422638,215652,Tue Oct 10 13:31:16 +0000 2017,@GloCare bank ussd,422639,Tue Oct 10 13:36:23 +0000 2017,@215652 We apologize. Kindly contact the bank for assistance with the issue.  TT
493063,232555,Sun Nov 12 17:05:02 +0000 2017,@GloCare @232556 @117627 Good Evening. Please help to scan my line and remove what do deduct my credit. Thank,493062,Sun Nov 12 17:08:10 +0000 2017,@232555 @117627 Kindly send in your number. Thank you. CA
2395492,117624,Tue Nov 14 09:17:34 +0000 2017,@145588 @7693 @117627 @GloCare Please to inform you @117627 &amp; @145588 that your data connectivity in Apete by Yidi Road is worst that has imprisoned me and outcast my update on news as the data network needs 2b improve in d area please to allow me enjoy my data,2395491,Tue Nov 14 11:41:05 +0000 2017,@117624 @145588 @7693 @117627 We apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly bear with us. EE
496766,227394,Fri Dec 01 21:44:47 +0000 2017,@GloCare 09055312322,496768,Sat Dec 02 00:14:47 +0000 2017,"@227394 Hello Osaro, VAS on the line has been deactivated. You may send STOP to 2442 for full VAS DND.  TT"
2513073,689824,Mon Oct 30 08:09:47 +0000 2017,@GloCare 08117942962,2513076,Mon Oct 30 10:37:30 +0000 2017,"@689824 Hello Nnanna, work already in progress on the issue reported. Please exercise patience. Thank you. SO"
2820563,385001,Mon Nov 27 04:12:34 +0000 2017,@GloCare Hello! Bot a r/card ystday bt d scratch panel was wet frm my bottle &amp; only 1st 6 nos showed.,2820562,Mon Nov 27 06:29:44 +0000 2017,"@385001 Hello Lucky, we apologize about that, but we don't handle over scratched card issue(s) online. This is due to security reasons. Kindly call 121 for assistance or you may visit the nearest Gloworld:  https://t.co/UZ9syKkvkG. SO"
1135554,126251,Tue Oct 24 08:28:39 +0000 2017,"@GloCare Is this how you treat your customers? Not even a response, not to talk of resolution https://t.co/VDP56sPaBQ",1135553,Tue Oct 24 08:46:07 +0000 2017,"@126251 we apologize,  may we know the exact challenge experienced? OO"
167015,154814,Sat Nov 25 08:00:00 +0000 2017,@GloCare Just Glo to Glo?,167016,Sat Nov 25 08:45:52 +0000 2017,@154814 Yes. FA
2490259,242707,Fri Nov 17 09:49:58 +0000 2017,"@GloCare @117627 Number-07052632663
Device type- infinix hot note x551
Location- Akwa Ibom state university, Ikot Akpaden, Mkpat enin, Akwa ibom state
Error message- emergency
Signal- No signal
Alternate numbers- 08128059629...08147428657",2490260,Fri Nov 17 10:06:14 +0000 2017,"@242707 @117627 Sincere apologies Cater, We apologize for any inconvenience you may have experienced.The complaint has been escalated. You will receive a text informing you when the issue will be rectified. Thank you. GA"
596135,261268,Tue Nov 28 19:48:23 +0000 2017,@GloCare You mean I should tweet my gsm number?,596134,Tue Nov 28 21:29:40 +0000 2017,"@261268 Evening,  kindly provide your number for a quick check. AP"
658669,276816,Sun Nov 26 12:52:59 +0000 2017,@GloCare @117627 Communication error.,658670,Sun Nov 26 13:38:58 +0000 2017,@276816 @117627 Please supply your number. ^GM
1258137,414813,Wed Oct 25 20:18:45 +0000 2017,@GloCare network been switching off &amp; on. It has been completely off for a while now &amp; I can't even call customercare pls help 07053337908,1258136,Thu Oct 26 08:08:57 +0000 2017,"@414813 Kindly select 3G only network; not Auto, on your device setting for better connection. TT"
2636639,744205,Fri Nov 17 19:09:53 +0000 2017,@GloCare This is the sub I did (the first one) only to get 1636mb. Please! Whats up.?.?! https://t.co/A50adS4T5F,2636637,Fri Nov 17 19:31:15 +0000 2017,@744205 Kindly confirm when your previous plan expired. CA
1210497,404147,Fri Oct 27 05:36:34 +0000 2017,"@GloCare Network status? Worst! I Just replying 2 days later means, everything was shot down till last night, hope this last past 12 noon.",1210499,Fri Oct 27 11:47:33 +0000 2017,"@404147 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO."
1371022,280908,Sat Nov 25 10:14:58 +0000 2017,Lol prople dey para oo. Hahhahahahaaha. Oya @GloCare kindly stop any VAS service and callertunes oo. They have abused me for being too patient with u. I asked a question and yet to get an answer. How can i get my number across without dropping it on timeline? https://t.co/z5KKf4KEq9,1371021,Sat Nov 25 12:31:47 +0000 2017,@280908 Good afternoon. May we have your cellphone number to run a check on your line? FA
1936686,576175,Sun Nov 26 07:54:52 +0000 2017,"@GloCare so I recharged yesterday and I didn't get my usual bumba bonus, please why, 08117626261",1936684,Sun Nov 26 09:07:31 +0000 2017,@576175 the line provided is not on Glo Bumpa but on Glo Bounce ~ OO
2409934,692907,Tue Nov 14 10:06:17 +0000 2017,"@GloCare please I need u assist me. When ever they are is money on you used to deduct it and I can remember subscribing to any news, advert or any",2409932,Tue Nov 14 15:48:04 +0000 2017,@692907 We apologize for this inconvenience. May we have the affected number for checks. #GloEverydayBonanza #TeamUnlimited# GA
921287,264736,Sat Oct 21 12:38:45 +0000 2017,"Earlier today you took 20, now its 50, what's wrong with, stealing openly, will report you to ncc, CPC, icpc, @GloCare, #returnmymoney",921284,Sat Oct 21 12:44:25 +0000 2017,"@264736 Hello Sadeeq, may we have your number for assistance on the issue.We apologize. Thank you. SO"
2031925,161790,Wed Nov 08 08:38:37 +0000 2017,"@GloCare @117627 Ebutte metta, Yaba precisely",2031928,Wed Nov 08 09:21:22 +0000 2017,@161790 @117627 We sincerely apologize for the inconvenience. We assure you the issue is being worked on. We implore you to please bear with us. GA
1138796,388245,Tue Oct 24 09:33:45 +0000 2017,@GloCare please is glo me2u not functioning again? I want to transfer credit,1138794,Tue Oct 24 10:08:58 +0000 2017,"@388245 it is, may we know the error it gives when you try to transfer credit? OO"
2582778,731949,Thu Nov 16 20:06:21 +0000 2017,"@GloCare pls i don't know how this pre-loaded airtime works,  cus I bought a new sim and recharged but didn't see any bonus",2582776,Thu Nov 16 23:18:41 +0000 2017,"@731949 Hello Chinedu , Kindly recharge to unlock the bonus .EE"
2817931,785493,Mon Nov 27 05:27:01 +0000 2017,"@GloCare Please check again, Firstly 400 naira was deducted, I loaded 100 naira, no deduction, 500 naira was loaded, and the last 100 naira was deducted, why deducting from the 1000 naira, and why is 20 naira still remaining",2817933,Mon Nov 27 06:49:04 +0000 2017,"@785493 Hello Julius, N20 was debited from the amount (N100) recharged for value added service. Hence, the remaining amount was not sufficient to clear the outstanding loan. SO"
289617,185015,Tue Oct 17 14:56:54 +0000 2017,@GloCare Sent the email since yesterday but still no response,289616,Tue Oct 17 16:14:30 +0000 2017,"@185015 Hello Abu, we empathize. Please sent a reminder. Thank you. SO"
2358305,126251,Mon Nov 13 17:57:17 +0000 2017,@GloCare I can't browse check your network,2358304,Mon Nov 13 19:20:07 +0000 2017,"@126251 Hello, may we know your location?"
2470823,706717,Wed Nov 15 11:29:56 +0000 2017,@GloCare Ok.👍,2470825,Wed Nov 15 11:31:38 +0000 2017,@706717 Thank you for choosing Glo. #GloDataUnmatched #GloEveryDayBonanza #GloUnfairAdvantage #GloJumboSIM #TeamUnlimited GA
2178917,638601,Thu Nov 09 16:45:15 +0000 2017,@GloCare @117627 Pls resolve it ASAP... Cos I can't wait to get bk online... Av been using someone's Hotspot here.. Pls i can't wait till 48 hrs according to this message I just received https://t.co/BeXNzRx4FC,2178916,Thu Nov 09 16:59:46 +0000 2017,@638601 @117627 The issue has been escalated to the unit in charge and It will be resolved soon. AP
386998,207616,Mon Oct 09 13:30:03 +0000 2017,@GloCare 08051400336,387000,Mon Oct 09 14:07:50 +0000 2017,"@207616 We apologize for the delay, you refund request is being processed. Kindly be patient.  TT"
2765226,773395,Tue Nov 21 10:21:47 +0000 2017,@GloCare Though 2G can't be reached.... I can be reached on my 3G phone on 08053355365,2765227,Tue Nov 21 10:35:41 +0000 2017,@773395 The issue reported has been escalated for resolution. Kindly be patient.  TT
2358272,659891,Mon Nov 13 18:45:26 +0000 2017,@117627 @GloCare STOP to 2442 to add numbers,2358271,Mon Nov 13 19:30:07 +0000 2017,"@659891 @117627 Hello, STOP to the number for Do not disturb. DA"
2330443,562309,Sun Nov 12 19:20:40 +0000 2017,"Hello @gloCare 
I don't receive SMS on my line. Please kindly correct",2330442,Sun Nov 12 19:26:43 +0000 2017,@562309 Try to restart your phone without the sim on it. Replace sim and try to send a message to your line. CA
2965614,374580,Wed Nov 29 20:08:55 +0000 2017,"@GloCare I still can't use the internet o. This is frustrating! 
😠😤",2965613,Wed Nov 29 22:21:12 +0000 2017,@374580 Please supply your number. ^GM
918863,130987,Sat Nov 25 15:33:23 +0000 2017,@GloCare Thank you. And how can i easily remove the numbers.?,918861,Sat Nov 25 16:01:08 +0000 2017,@130987 Kindly dial *127*02*Number# to remove lines sharing data with you.  TT
725190,293710,Thu Oct 12 03:26:58 +0000 2017,@GloCare check it now. Network must have rectified itself by now. 07059835151,725191,Thu Oct 12 04:34:00 +0000 2017,@293710 Good morning. Our sincere apologies about this again. The issue has been escalated for investigation.Expect our update afterwards. ^GM
424200,215973,Wed Sep 20 13:12:27 +0000 2017,@GloCare Thanks @glocare the problem has be resolved,424199,Wed Sep 20 13:17:09 +0000 2017,@215973 Good afternoon and thanks for the feedback. SG
1480691,463813,Sat Nov 04 09:08:38 +0000 2017,@GloCare Thank you. But what you requesting for is the same old routine which would resolve nothing.,1480692,Sat Nov 04 09:47:02 +0000 2017,@463813 The requested details are for follow up on the issue.  Than you.  TT
984569,353395,Sun Oct 22 10:03:44 +0000 2017,@GloCare You have to follow back so I can send u a message 😬,984568,Sun Oct 22 10:08:58 +0000 2017,@353395 Please details via DM. Thank you. SO
209817,165647,Thu Oct 26 10:50:11 +0000 2017,@GloCare I said between Friday and Monday ie Oct 20 and 23 2017,209820,Thu Oct 26 16:09:43 +0000 2017,"@165647 Hello Agbaje, as earlier informed, N90 debited on the 20th October, 2017 has been refunded. No other negative deduction occurred. SO"
1199689,401886,Wed Oct 25 06:34:00 +0000 2017,"@GloCare Your call cannot be completed at the moment, please try again later",1199691,Wed Oct 25 11:40:24 +0000 2017,"@401886 Afternoon Habiba, kindly recharge your line. You have insufficient credit to make calls. Dial #124*1# to check.  TT"
916909,337685,Sat Oct 21 15:20:49 +0000 2017,@GloCare  https://t.co/g5OQykflz8,916911,Sat Oct 21 15:36:53 +0000 2017,"@337685 Good evening. The bonus is strictly for Glo to Glo calls/SMS, and the Glo number must not be on your friends and family list. FA"
1424854,139865,Sat Nov 04 16:40:41 +0000 2017,@GloCare Alright thank you,1424856,Sat Nov 04 17:05:16 +0000 2017,@139865 You are welcome.EE
1964647,582442,Mon Oct 30 21:47:34 +0000 2017,Please and please epp my solution @GloCare  this your network is crawling 😭😭,1964646,Tue Oct 31 05:32:47 +0000 2017,"@582442 Morning.We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP"
1794950,238480,Thu Oct 12 12:36:43 +0000 2017,@GloCare 08051757916. woke to read sms from 7728 deducting me for caller tune i didn't sub for.Pls return my #50 &amp;deact me b4 i load again,1794948,Thu Oct 12 12:42:29 +0000 2017,"@238480 Hello Taiwo, we apologize. Issue has been escalated to the unit in charge for assistance. However, text DEREG to 7728 to deactivate. SO"
2812732,689824,Mon Nov 27 13:37:41 +0000 2017,@GloCare Now I know. Thanks for the info,2812733,Mon Nov 27 14:50:48 +0000 2017,@689824 You are welcome. AP
632374,165213,Mon Oct 16 14:26:40 +0000 2017,@GloCare 08072990148. And its a regular occurence...i. e. every month end.,632376,Mon Oct 16 15:09:54 +0000 2017,"@165213 Hello Tolu, you use a cug/postpaid line. Monthly rental is applicable on the line. Please contact your account officer"
2391743,681851,Tue Nov 14 08:08:09 +0000 2017,@GloCare @117627 please what is going on ? I'm trying to renew my data bundle and It's not working.  As usual your customer care line never works!!!! Always held up🙄 please can you do something?,2391741,Tue Nov 14 09:46:08 +0000 2017,"@681851 @117627 We apologize, Kindly try it again later .EE"
1371044,122460,Sat Nov 25 12:56:49 +0000 2017,@GloCare dailed it and still d same thing here is my number 08074640384,1371045,Sat Nov 25 14:17:12 +0000 2017,@122460 Hello Troy the bonus has been credited on the line. Please initiate a chargeable service then dial the code to check again.  TT
2218216,318686,Fri Nov 10 20:43:05 +0000 2017,"@GloCare This as been happening before the expiration ,what should be in the APN ?",2218217,Fri Nov 10 22:05:58 +0000 2017,"@318686 Hello Teedee, your complaint has been escalated. You will receive a text informing you when the issue will be rectified. GA"
2622276,740855,Fri Nov 17 16:21:37 +0000 2017,@GloCare 08074025522,2622278,Fri Nov 17 16:35:26 +0000 2017,@740855 Your complaint has been forwarded for resolution. Kindly exercise some patience while we work on it. CA
20378,120454,Wed Nov 01 04:55:33 +0000 2017,You will always wait for someone to subscribe large volume of data before being unfortunate @117627 @GloCare,20376,Wed Nov 01 06:33:16 +0000 2017,"@120454 @117627 Good morning, may we know the exact issue experienced for assistance? SO"
1389446,443002,Sat Oct 28 07:05:17 +0000 2017,@GloCare help me check my line 08058011999 i ave megabyte but i pay for internet from the main acct,1389445,Sat Oct 28 10:28:06 +0000 2017,"@443002 Ensure you have the correct settings. APN- Gloflat, Username - Flat and Password-Flat. Thank you. UO."
507068,236390,Fri Dec 01 18:22:58 +0000 2017,"@117627 @GloCare How many times? Sent it to SG... 
0 8 0 triple 7, double 8, 5 3 6",507067,Fri Dec 01 21:11:40 +0000 2017,"@236390 @117627 Hello Okoli, please send STOP to 55502 tp deactivate the VAS on the line. Also, you may send STOP to 2442 for full VAS DND.  TT"
1124813,385223,Tue Oct 24 14:44:30 +0000 2017,"@GloCare You are subscribed to the Entertainment Factory. To enjoy the best content, visit https://t.co/euHXypaLmF

Why?",1124817,Tue Oct 24 15:23:29 +0000 2017,"@385223 Hello Olubunmi, we apologize. Service has been canceled on the line. Thank you. SO"
1123733,385001,Wed Oct 18 14:21:34 +0000 2017,"@GloCare Card Serial No.:
__credit_card__. [08050597950]. Loaded around 12am tday.",1123731,Wed Oct 18 15:07:41 +0000 2017,@385001 The issue reported has been escalated for resolution. Kindly be patient.  TT
94494,136524,Fri Dec 01 00:59:20 +0000 2017,@GloCare @117627 Solved. Use *777# requested for Internet setting and phone is browsing,94496,Fri Dec 01 01:00:12 +0000 2017,@136524 @117627 Good morning and thanks for feedback. SG
2159663,634317,Thu Nov 09 17:08:23 +0000 2017,"@GloCare The number is 08050630693, HTC M8, Igbeti in olorunsogo LG OYO state, 3G network failure and also kindly note that we experience incessant network outage due power failure ( some times 4 days in a week) since Dec 2016, several complaint but still same .",2159665,Thu Nov 09 17:25:25 +0000 2017,@634317 The issue has been escalated to the unit in charge and It will be resolved soon. AP
974051,153135,Sat Oct 14 06:12:12 +0000 2017,@GloCare 07057789957....pls check why the money I recharged for auto renew was deducted without any apparent msg on d deduction,974049,Sat Oct 14 06:21:21 +0000 2017,"@153135 Good morning, please confirm the amount recharged, method of recharge and date for clarification. Thank you. SO"
209818,165647,Thu Oct 26 10:53:27 +0000 2017,"@GloCare We are having difficulties using your network for the past two days now. We can't check balance, we are having call drops and the worst is",209821,Thu Oct 26 16:11:43 +0000 2017,@165647 We apologize for the inconveniences experienced. Network engineers are presently working to resolve the issue. Kindly be patient. SO
2500307,713316,Thu Nov 16 05:14:50 +0000 2017,"@GloCare @7467 @25740 olorunsogo local govt,igbeti Oyo state,data and voice downtime android device",2500308,Thu Nov 16 05:34:17 +0000 2017,"@713316 @7467 @25740 Hello, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. DA"
2274553,661586,Sat Nov 11 05:24:28 +0000 2017,"@117627 @GloCare , my number is 08119774134",2274552,Sat Nov 11 06:18:01 +0000 2017,"@661586 @117627 You currently have N5000 bonus. Please note that bonus is used for Glo calls (only),sms and browsing. CA"
1881394,561463,Tue Nov 07 07:10:49 +0000 2017,"@GloCare your network is a disgrace, embarrassing that I subscribe and can't even use my data",1881393,Tue Nov 07 12:17:32 +0000 2017,"@561463 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO."
65457,130986,Thu Nov 23 21:51:20 +0000 2017,"@GloCare Dear Team, I just restarted the phone now and was able to browse, thanks for your response, we will monitor performance and keep you posted. Thanks",65456,Thu Nov 23 22:21:21 +0000 2017,@130986 You are welcome. Stay Unlimited!!! AA
386999,207616,Mon Oct 09 12:51:36 +0000 2017,"These @GloCare people are playing me o....Two VAS deducted without my intent after my first complain..24-48 hrs??? Perhaps,i will sue them",386997,Mon Oct 09 13:29:04 +0000 2017,"@207616 Afternoon, kindly provide your mobile number for checks and assistance.  TT"
2769400,232567,Tue Nov 21 12:41:53 +0000 2017,@GloCare @170399 what sort of network is this? over 7hrs I've been trying to subscribe. network engineers have been working since 6am,2769402,Tue Nov 21 13:53:11 +0000 2017,@232567 @170399 Kindly try again issue has been resolved. ET.
496751,233526,Fri Dec 01 14:09:16 +0000 2017,@117627 @GloCare Please confirm if 08118280516 is 4G simcard,496750,Fri Dec 01 17:41:34 +0000 2017,@233526 @117627 4G is active on the sim. SO
1462270,459389,Thu Nov 02 17:14:20 +0000 2017,@GloCare pls u r deducting 50# from my credit on 08112952225 weekly...pls stop wateva dat is making u deduct it pls immediately...,1462269,Thu Nov 02 18:09:47 +0000 2017,"@459389 Hello Mayowa, we apologize. Issue has been escalated to the unit in charge for assistance. SO"
1048766,367861,Mon Oct 23 06:30:05 +0000 2017,@GloCare @367860 Its not working this morning,1048768,Mon Oct 23 09:26:20 +0000 2017,"@367861 @367860 Good morning, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO"
471935,227392,Fri Dec 01 07:06:20 +0000 2017,@GloCare @117627 Please why can’t I buy internet data? Been trying this since last night?,471934,Fri Dec 01 08:08:30 +0000 2017,"@227392 @117627 We apologize.We are aware of it,our engineers are currently working on it kindly be patient. ET."""
2358270,562558,Mon Nov 13 18:46:04 +0000 2017,"Good evening guys, so i have been unable to browse properly with my Glo sim since Saturday @GloCare",2358269,Mon Nov 13 19:30:30 +0000 2017,@562558 We sincerely apologize for the inconvenience. May we have  your location and number? DA
2218206,208125,Fri Nov 10 06:10:02 +0000 2017,"@GloCare pls Dear customer, a warm welcome of N200200 Free Airtime is yours. Since o, my normal bonus if I recharge, I nor dey c am again o.. Pls help",2218205,Fri Nov 10 07:52:09 +0000 2017,"@208125 Kindly be explicit,so we may assist. CA"
2045031,604770,Tue Oct 03 17:34:27 +0000 2017,"What is wrong with @GloCare these days, service keeps getting worse every day. Are you guys having major breakdown..really frustrating",2045030,Tue Oct 03 19:22:50 +0000 2017,"@604770 Hello Abiola, Kindly provide your phone number, exact location, device type and error response so we can progress. Thank you. UO."
521574,240423,Sat Dec 02 03:31:31 +0000 2017,@GloCare See DM,521576,Sat Dec 02 04:00:47 +0000 2017,@240423 Your DM has been responded to. Stay Unlimited!  TT
496739,233522,Fri Dec 01 17:01:41 +0000 2017,@GloCare ur data service at Lagos island is terrible. I can't browse since morning,496738,Fri Dec 01 18:12:29 +0000 2017,"@233522 We apologize. May we have your number, error message, exact location with landmarks, issue duration and device type for assistance. SO"
2717684,361684,Mon Nov 20 08:00:19 +0000 2017,"@GloCare I don't have the Sim pack but, I have a valid ID",2717685,Mon Nov 20 08:04:54 +0000 2017,@361684 Kindly get an Affidavit and /or police report for the process. Thank you.  TT
1885085,136518,Mon Oct 23 06:53:16 +0000 2017,"@GloCare,@117627, I've lodged complain that I've not been able to call out except the customer care line, and I can't recharge on my phone",1885084,Mon Oct 23 09:57:44 +0000 2017,"@136518 @117627 Hello Olokunniyi, we apologize for the inconveniences experienced.Issue is being worked on, will be resolved shortly.Please bear with us. SO"
788938,308138,Thu Oct 12 19:14:28 +0000 2017,@GloCare  okk. I've sent in my complaint,832323,Fri Oct 13 04:36:01 +0000 2017,@308138 May we have your number? CA
1233412,409275,Wed Oct 25 17:05:28 +0000 2017,"@GloCare I use am iphone n selecting 3G , it’s just the same , the internet connection is poor .",1233411,Wed Oct 25 17:15:53 +0000 2017,@409275 Please exercise patience and reconnect much later. Thank you. SO
1433270,452788,Thu Nov 02 13:50:54 +0000 2017,"@GloCare I call 124, still is the same thing. my call can not be completed please contact customer care.",1433272,Thu Nov 02 17:28:37 +0000 2017,"@452788 Hello Ibrahim, we apologize. Issue has been escalated to the unit in charge for assistance. SO"
988312,354156,Sun Oct 22 10:12:06 +0000 2017,"@GloCare haba, my glo 4g lte wanna kill me this month since i subscribed. It doesnt go again, im tired pls help 😩😭😭😭",988311,Sun Oct 22 11:24:00 +0000 2017,"@354156 Good afternoon, may we have your number, device details, exact location and error message for assistance. We empathize. SO"
2739988,147644,Mon Nov 20 16:32:09 +0000 2017,@GloCare can I subscribe to whatsapp only?,2739987,Mon Nov 20 16:35:51 +0000 2017,"@147644 We have plans as low as N20 ,which covers any internet based application. CA"
2444375,126251,Sun Nov 26 18:36:37 +0000 2017,@GloCare I have been complaining about the same thing everyday for 4 weeks and you keep asking the same questions. Has it not occur to you that you need to send engineers to solve this issue that I have been experiencing for years. You are just pathetic and not sincere. You lack integrity,2444377,Sun Nov 26 18:51:41 +0000 2017,"@126251 We apologize. Kindly exercise patience, It will be resolved soon. AP"
33129,123326,Wed Nov 01 11:20:27 +0000 2017,"@GloCare what is happening with your service in Yola, we are experiencing poor service delivery especially access to internet.",33127,Wed Nov 01 11:36:32 +0000 2017,"@123326 Hello Misa, we apologize. May we know your number, error message, exact location with landmarks, issue duration and device type? SO"
209675,165625,Sun Oct 22 10:18:38 +0000 2017,@GloCare @165622 Do you do night plans?,209699,Sun Oct 22 11:25:19 +0000 2017,@165625 @165622 Good afternoon. Yes. N200 Night plan  1Gb valid for 1day(12am-5am) costs N200 sms 60 to 127 or dial *127*60#
2933831,811250,Wed Nov 29 22:29:24 +0000 2017,@GloCare thankz. But dey didn't give me any bonus as i bought new jumbo sim yesterday with #1100 Recharge card.,2933833,Wed Nov 29 22:32:44 +0000 2017,@811250 Please dial #122*23# to view your unlocked JUMBO bonus. ^GM
1157088,392192,Sun Oct 15 18:02:23 +0000 2017,@GloCare pls i want to remove a no. From glo gifting how do i do that,1157090,Sun Oct 15 18:24:43 +0000 2017,"@392192 Hello Tobi, you can remove shared number ( not gifting) Dial *127*02*[friend’s number]# OR Send “Remove [friend’s number]” to 127. SO"
2092919,246223,Wed Nov 08 08:29:05 +0000 2017,@glocare pls I migrated to Glo jumbo and recharged. I've been given bonus but couldn't use it to call. help,2092918,Wed Nov 08 09:03:30 +0000 2017,@246223 #TeamUnlimited# to the rescue! Kindly provide your number for checks  @83873. Thank you for choosing Glo. GA
280561,182846,Tue Oct 10 12:26:14 +0000 2017,@GloCare @181808 @117625 i am still expecting the refund.,280563,Tue Oct 10 13:14:48 +0000 2017,@182846 Afternoon Queeneth the refund is being processed. We apologize for the delay. Kindly be patient.  TT
49740,127132,Wed Nov 01 13:34:50 +0000 2017,"@GloCare From Ikare-akoko, Ondo state, near Margaret Lennon Primary School. 08076226739",49738,Wed Nov 01 16:56:16 +0000 2017,@127132 We apologize for any inconvenience you may have experienced.The complaint has been escalated. Thank you. UO.
1909615,568874,Wed Oct 18 16:05:09 +0000 2017,"@GloCare 08052370848, mobile network n/a, Alagomeji/Sabo bus stops, 3days, Samsung S7",1909616,Wed Oct 18 16:51:54 +0000 2017,@568874 The issue reported has been escalated for resolution. Kindly be patient.  TT
107446,139865,Sat Nov 25 08:13:05 +0000 2017,"@GloCare 08117385116, Benin city Edo States, km6 sapele road Benin city, Tecno L9 plus, APN: Gloflat, username: flat password: flat",107447,Sat Nov 25 08:53:57 +0000 2017,"@139865 Jay, we will send your details to the designated unit to look into it. FA"
209796,165645,Wed Oct 04 07:12:37 +0000 2017,"@GloCare Glosecure
Password: gprs
Username: gprs",209795,Wed Oct 04 07:36:45 +0000 2017,"@165645 Please change the apn= gloflat, username/password= flat. Restart the device afterwards. Thank you. SO"
