customer_tweet_id,golden_customer_text,golden_intent,retrieved_customer_text,retrieved_gloCare_response,similarity,retrieved_customer_tweet_id,relevance,vector_top1_distance,vector_top1_customer_text,vector_top1_response,vector_top1_tweet_id,vector_rank1_distance,vector_rank1_customer_text,vector_rank1_response,vector_rank1_tweet_id,vector_rank2_distance,vector_rank2_customer_text,vector_rank2_response,vector_rank2_tweet_id,vector_rank3_distance,vector_rank3_customer_text,vector_rank3_response,vector_rank3_tweet_id
1931789,@GloCare how does one transfer credit from one phone to another?,recharge_or_airtime_issue,@GloCare...i have been unable to transfer credit from my glo line.. kindly reply ASAP..,@131711 Kindly provide your phone number and error message received for assistance. .ET.,0.288259615842106,69384,2,0.3435555100440979,"@GloCare Okay
How can i transfer credit to other GLO number?","@152141 Hello, you cannot transfer credit on your package. DA",2345068,0.3435555100440979,"@GloCare Okay
How can i transfer credit to other GLO number?","@152141 Hello, you cannot transfer credit on your package. DA",2345068,0.4108425974845886,"@GloCare hi, pls how can i transfer credit to other glo line.?","@130987 Good evening. Dial *131*Phone Number of the recipient*Amount to be transferred*Password#. For example, if your password is 12345 and you want to transfer N75 to a customer with Phone Number 08155570458, then you dial *131*08155570458*75*12345#.
Default password is 00000. ^GM",65475,0.4742526412010193,"@GloCare Please, how do i transfer or share credit on glo platform.","@716616 Good evening, Gift. Dial *131*Phone Number of the recipient*Amount to be transferred*Password#. For example, if your password is 12345 and you want to transfer N75 to a customer with Phone Number 08155570458, then you dial *131*08155570458*75*12345#.Default password is 00000. ^GM",2515540
1964647,Please and please epp my solution @GloCare  this your network is crawling 😭😭,network_issue,@401884 @GloCare Your network is bad,"@401883 @401884 Hello, we empathize with you. May we know the error message you get? PE",0.3018879300500589,1199684,2,0.779919445514679,@GloCare @674690 We are facing network problem here in epe local gov,@676659 We sincerely apologize for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA,2330345,0.779919445514679,@GloCare @674690 We are facing network problem here in epe local gov,@676659 We sincerely apologize for the inconvenience. We assure you the issue affecting your location is being worked on. We implore you to please bear with us. Thank you. GA,2330345,0.8578299283981323,@GloCare I think I'm going to migrate to one of the networks since you have failed to solve my problem,"@405358 Hello Salisu, kindly provide your mobile number for checks and assistance.  TT",1216093,0.8693523406982422,@GloCare pls help sort out my network issues.,@648040 Good evening. Routine upgrade is done from time to time to optimize the network. Thank you for staying with us. ^GM,2339119
1138796,@GloCare please is glo me2u not functioning again? I want to transfer credit,recharge_or_airtime_issue,@GloCare...i have been unable to transfer credit from my glo line.. kindly reply ASAP..,@131711 Kindly provide your phone number and error message received for assistance. .ET.,0.299584293849583,69384,2,0.4821684956550598,@GloCare...i have been unable to transfer credit from my glo line.. kindly reply ASAP..,@131711 Kindly provide your phone number and error message received for assistance. .ET.,69384,0.4821684956550598,@GloCare...i have been unable to transfer credit from my glo line.. kindly reply ASAP..,@131711 Kindly provide your phone number and error message received for assistance. .ET.,69384,0.6057953834533691,"@GloCare Please, how do i transfer or share credit on glo platform.","@716616 Good evening, Gift. Dial *131*Phone Number of the recipient*Amount to be transferred*Password#. For example, if your password is 12345 and you want to transfer N75 to a customer with Phone Number 08155570458, then you dial *131*08155570458*75*12345#.Default password is 00000. ^GM",2515540,0.6074939370155334,"@GloCare hi, pls how can i transfer credit to other glo line.?","@130987 Good evening. Dial *131*Phone Number of the recipient*Amount to be transferred*Password#. For example, if your password is 12345 and you want to transfer N75 to a customer with Phone Number 08155570458, then you dial *131*08155570458*75*12345#.
Default password is 00000. ^GM",65475
2765226,@GloCare Though 2G can't be reached.... I can be reached on my 3G phone on 08053355365,network_issue,@GloCare it's all about customer satisfaction and it can't be bought by giving excess data that can't be used happily. #CustomerService is 0,@403376 We sincerely apologize for the inconvenience. May we know your location? DA,0.2602292302921374,2345102,1,0.4559727609157562,@GloCare @117627 I have 3G for now and not the regular GSM. Please can't I have LTE?,"@356821 @117627 It depends on your location,for now. Kindly confirm your exact location. CA",1000301,0.4559727609157562,@GloCare @117627 I have 3G for now and not the regular GSM. Please can't I have LTE?,"@356821 @117627 It depends on your location,for now. Kindly confirm your exact location. CA",1000301,0.4574478566646576,Been using 2G on @GloCare  as 3G seems unusable on my device. Nawah o.,"@134709 Adetoun evening. We apologize for the inconvenience. Kindly provide your mobile number, error response, exact location with landmarks, LGA , alternate mobile number, issue duration and device type for assistance. TT",507064,0.47012603282928467,@GloCare It has been on 3g only,"@674690 Kindly provide your mobile number, error response, exact location with landmarks, LGA, alternate mobile number, issue duration and device type for assistance.  TT",2330347
1122587,@GloCare I have restarted my phone a million times. It's not a restart problem. It's a network problem. It's back now though,network_issue,@GloCare it's on 3G only. I have restarted my phone SEVERAL TIMES. Check your POP site. This is d 1st time I'm experiencing this in 3months,"@373015 Good evening. May we have your cellphone number, device name, model, APN, username and password? FA",0.2480554819770704,1072215,2,0.7067825794219971,@GloCare it's on 3G only. I have restarted my phone SEVERAL TIMES. Check your POP site. This is d 1st time I'm experiencing this in 3months,"@373015 Good evening. May we have your cellphone number, device name, model, APN, username and password? FA",1072215,0.7067825794219971,@GloCare it's on 3G only. I have restarted my phone SEVERAL TIMES. Check your POP site. This is d 1st time I'm experiencing this in 3months,"@373015 Good evening. May we have your cellphone number, device name, model, APN, username and password? FA",1072215,0.7841349840164185,@GloCare 08159318025. I don't think it's a device issue. I use two phones and both have the same problem. Network turns on and off for about 24 hrs&gt;,@217008 You can only use PAYU when there is credit on the line with the glosecure APN.  TT,428858,0.8695757389068604,@GloCare @276815. Your network is at it again. Since yesterday its been unable to open a page. Its fast becoming a constant issue.  My phone no: 08062951872.,"@276815 We apologize for the inconvenience, our engineers are working on the issue. Thank you. UO.",1442971
2345094,"@GloCare I have done all these your device tyre ,off and on,restart your device and change to 3G only all these these did not work...even one your guys told me the fault is from your end .common its talking long for christsake",network_issue,"@GloCare There is no bonus here. Why all these, did I complained before now?",@171020 Please make a call to see if you are charged from your current balance. Please note that you have not made a call from what we see here. UO,0.2108673783296493,254450,0,0.5500688552856445,"@GloCare Done that severally 
Only my 3G gets turned on but 2G won't",@318686 Kindly note that 3G signal works at a faster speed than 2G. CA,2218209,0.5500688552856445,"@GloCare Done that severally 
Only my 3G gets turned on but 2G won't",@318686 Kindly note that 3G signal works at a faster speed than 2G. CA,2218209,0.5986239910125732,@GloCare I always use 3G only. It's NOT working please,"@170401 Kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",228186,0.6663203835487366,"@GloCare Network challenge, if I change to 3G it read no service. Pls what do I do? I noticed this since Friday last week 07056328122","@392295 Hello Emmanuel, step to gsm or 2g only for now. However, you can try 3g much later. Thank you. SO",1157564
209818,"@GloCare We are having difficulties using your network for the past two days now. We can't check balance, we are having call drops and the worst is",network_issue,"@GloCare we are having poor network at Eket, Akwa Ibom. Please when are we gonna enjoy uninterrupted data we subscribed for? Help a brother, to avoid porting....","@130983 We apologize for the inconvenience, our engineers are working on the issue.Kindly bear with us. Thank you.EE",0.3234160187174045,703691,2,0.42612120509147644,"@GloCare 2 days now. Can't make calls, check balance or load airtime. What is going on? Sort it out for fucks sake!!!","@399851 Kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",1190655,0.42612120509147644,"@GloCare 2 days now. Can't make calls, check balance or load airtime. What is going on? Sort it out for fucks sake!!!","@399851 Kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",1190655,0.45810467004776,@GloCare I have been unable to make calls and check balance since yesterday.,"@562500 Hello Sena, we apologize for the inconveniences experienced. The issue has been resolved. Please restart your device and try again. SO",1885867,0.4783998131752014,"@GloCare your network is really frustrating, I have had the worst of your service this week, from no signal to disappearance of data and airtime, now again I can't check both call credit balance and data balance, no internet network, how long will this continue?","@451039 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",2231265
2391726,@GloCare  OK,non_actionable_or_context_required,@GloCare Ok,@281379 Thank you. AP,1.0,676556,2,4.334716721850207e-13,@GloCare OK,@574883 Okay. Thank you. AP,1931847,4.334716721850207e-13,@GloCare OK,@574883 Okay. Thank you. AP,1931847,4.334716721850207e-13,@GloCare Ok,@123325 Yes please. ET,2178908,4.334716721850207e-13,@GloCare OK,@692907 Thank you for your patronage. Glo unlimited. DA,2669561
2092975,@GloCare No improvement yet pls.,network_issue,@GloCare 48hrs and still no improvement,"@660656 Sincere apologies, kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. GA",0.4747991324717592,2270506,2,0.3254522979259491,"@GloCare Dear Team, no update, no better improvement, please help","@130986 We apologize for the inconvenience, our engineers are working on the issue. Thank you. ET"".",65447,0.3254522979259491,"@GloCare Dear Team, no update, no better improvement, please help","@130986 We apologize for the inconvenience, our engineers are working on the issue. Thank you. ET"".",65447,0.35378026962280273,@GloCare 48hrs and still no improvement,"@660656 Sincere apologies, kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. GA",2270506,0.4809403121471405,@GloCare Any feedback yet?,"@165650 Hello Olawale, feedback is that refund has been made for the VAS deductions on the line.  TT",900739
2414073,"@GloCare Hello my subscription was stopped days before it was supposed to expire,called your customer care twice stayed on the phone for 22 minutes no response.",data_plan_issue,"@GloCare had credited my account before it expired, therefore,it was supposed to auto-renew normally because I never wanted any PAYU plan.Pls rectify",@381292 A deduction was made for subscribed VAS from the credit before the data renewal was due.  TT,0.2463760158053966,1107119,1,0.4423691928386688,@GloCare I've not been able to renew my subscription. I've been trying for over 30 minutes now.  What's going on?,@281374 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,676536,0.4423691928386688,@GloCare I've not been able to renew my subscription. I've been trying for over 30 minutes now.  What's going on?,@281374 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,676536,0.495335191488266,@GloCare just subscribed.  My data doesn't expire until sometimes next month. Am already receiving notifications that it will expire,"@220608 Good afternoon, may we have your number for clarification. Thank you. SO",1062747,0.5142099261283875,@GloCare why did you auto renew my subscription after I already cancelled it?,@374571 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. EE,1079202
474020,@GloCare @227840 Wetin happen. You guys are charging me for iflix after using for less than 60 days. Kilode? Iflix finished my last day subscription I didn't notice until I resubscribed and saw data dropping fast as I use iflix. Please what's the rule? 08051891193.,unauthorized_charge_or_vas,@GloCare You guys said iflix is free for 2 months if there is an active data bundle above N500?.. why did my N2500 data plan run out while watching iflix?  07058192844,"@233519 Subscription is free for 60 days,but access is through your data bundle. CA",0.1713310037364648,2628697,2,0.5402652621269226,@GloCare You guys said iflix is free for 2 months if there is an active data bundle above N500?.. why did my N2500 data plan run out while watching iflix?  07058192844,"@233519 Subscription is free for 60 days,but access is through your data bundle. CA",2628697,0.5402652621269226,@GloCare You guys said iflix is free for 2 months if there is an active data bundle above N500?.. why did my N2500 data plan run out while watching iflix?  07058192844,"@233519 Subscription is free for 60 days,but access is through your data bundle. CA",2628697,0.5499690771102905,@117627 @GloCare I tot u said iflix is free for the first 60 days... How come my MB is been deducted... I also registered on Glo cafe...   Or from what data bundle does one qualifies,"@153956 @117627 Evening Mohammed, registration for the service is free for first 60 days but streaming can only be done with data.  TT",138731,0.6421289443969727,@GloCare despite subscribing for 1000 data and 500  weekend data I can't still watch YouTube and iflix for free am been charged from my data,@674703 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.,2330447
2782505,"@GloCare Hello guys. I bought a SIM this afternoon, registered it at a GLO Dealer outlet. I was promised that it be activated in 1 hour but I am yet to see activation. Kindly let me know what to do...",sim_or_device_issue,"@GloCare Please if done, let me know",@123325 Please check your DM.,0.2335708461638702,2178903,1,0.4134785234928131,"@GloCare Hw long does it take for a glo sim to be activated after registration? I registered a glo sim ystdy and till nw, it's not working.","@404974 Hello Magnus, may we have your number for clarification. Thank you. SO",1214234,0.4134785234928131,"@GloCare Hw long does it take for a glo sim to be activated after registration? I registered a glo sim ystdy and till nw, it's not working.","@404974 Hello Magnus, may we have your number for clarification. Thank you. SO",1214234,0.4950406551361084,"@GloCare 24 hours later, my SIM is not yet activated after 'Welcome Back'. Help?",@362472 Kindly provide your number and the serial number of the line for checks .Thank you.EE,1024669,0.5104047060012817,"@GloCare i hv been callin 4 25 mins no answer. I registered my sim on Tuesday and called with it,today's it's saying I need to go register. https://t.co/cOUsSaZnsk","@236384 Evening Young, please provide your mobile number and the SIM serial number for checks.  TT",507017
2470834,@117627  Data service is just too poor. @GloCare please tell me how are you grandmasters of data. This tweet was sent using @5566 network,data_issue,@117627 @GloCare Grandmasters Of Data!!! 🙌🏾🙌🏾❤️ https://t.co/W61sHYp4Yr,@606575 @117627 Good evening and thanks for the commendation. SG,0.334122512664275,2051131,0,0.40683940052986145,@117627 @GloCare Over 70% of ur customers hv been complaining of poor data network for yrs now. We appreciate the cheap data but fix ur network to enable us enjoy it. Stop paying deaf ears to our complains. For God's sake fix you network #GloDataUnMatched,@706395 @117627 Thank you for the feedback. Noted. We assure you the issue is being worked on. We implore you to please bear with us. #GloEveryDayBonanza #GloDataUnmatched  #GloUnfairAdvantage  GA,2469268,0.40683940052986145,@117627 @GloCare Over 70% of ur customers hv been complaining of poor data network for yrs now. We appreciate the cheap data but fix ur network to enable us enjoy it. Stop paying deaf ears to our complains. For God's sake fix you network #GloDataUnMatched,@706395 @117627 Thank you for the feedback. Noted. We assure you the issue is being worked on. We implore you to please bear with us. #GloEveryDayBonanza #GloDataUnmatched  #GloUnfairAdvantage  GA,2469268,0.5210292935371399,@117627 @GloCare @117627 Data service is very poor in my area.,"@161790 @117627 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",2031927,0.5246289968490601,"@117627 @GloCare After tweeting that I can now browse with my data yesterday, this morning ur data network not coming up again, glo don't need praise becos dey fumble anytime, just few hours ago now back to data network again,","@523255 @117627 Morning Martins, we apologize. May we know the current network status at the location?  TT",2668203
2395492,@145588 @7693 @117627 @GloCare Please to inform you @117627 &amp; @145588 that your data connectivity in Apete by Yidi Road is worst that has imprisoned me and outcast my update on news as the data network needs 2b improve in d area please to allow me enjoy my data,network_issue,"@117627
@glocare
@8205
@145588
@7693
 You may invite him via 08165886572, @108326 or __email__. Thank u.",@787765 @117627 we will get in touch with him~ OO,0.2383868712224722,2829685,0,0.6720565557479858,@117627  Data service is just too poor. @GloCare please tell me how are you grandmasters of data. This tweet was sent using @5566 network,@706719 @117627 We sincerely apologize for the inconveniences. GA,2470834,0.6720565557479858,@117627  Data service is just too poor. @GloCare please tell me how are you grandmasters of data. This tweet was sent using @5566 network,@706719 @117627 We sincerely apologize for the inconveniences. GA,2470834,0.6789194345474243,@117627 @GloCare Over 70% of ur customers hv been complaining of poor data network for yrs now. We appreciate the cheap data but fix ur network to enable us enjoy it. Stop paying deaf ears to our complains. For God's sake fix you network #GloDataUnMatched,@706395 @117627 Thank you for the feedback. Noted. We assure you the issue is being worked on. We implore you to please bear with us. #GloEveryDayBonanza #GloDataUnmatched  #GloUnfairAdvantage  GA,2469268,0.7219847440719604,The worst network you could ever subscribe to its data is @117627 @GloCare @117626. You have data but you can't browse.,"@636151 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO.",2167982
2414077,"@GloCare there's no flooding network in some areas of Ado-Ekiti. From Ijigbo Junction up to Oke Ureje is a complete black spot. No network at all both for call and data. Please,  I have a good spot to erect your master if this will resolve the issues. It's very bad. Please assist",network_issue,@GloCare there's no network at all 3G or otherwise.,"@450524 Kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",0.29954839532648,1422183,2,0.7131854891777039,"@GloCare pls, we don't have network since yesterday around ado-odo ota LGA, Ogun state. Help us rectify whatever the issue is. Thanks","@721886 Good morning Omotayo. We sincerely apologize for the inconveniences. The issue is being resolved. Please, bear with us. FA",2538074,0.7131854891777039,"@GloCare pls, we don't have network since yesterday around ado-odo ota LGA, Ogun state. Help us rectify whatever the issue is. Thanks","@721886 Good morning Omotayo. We sincerely apologize for the inconveniences. The issue is being resolved. Please, bear with us. FA",2538074,0.7368331551551819,"@GloCare Pls,  look into d network at EKSU in Ado Ekiti..  D network is poor for browsing.. Thanks","@689604 We apologize , Kindly be patient.EE",2395501,0.7446004152297974,"@117627  @GloCare  please work on your network in Ado Ekiti, for two days now it has not been stable!","@256532 @117627 We apologize. Please confirm your number, error message, exact location with landmarks and device type for assistance? DA",2669569
317832,"@GloCare Please I'm not talking about data bonus. I'm talking about credit bonus, the one you check with #122*2#
Read my tweet well",bonus_or_promotion_issue,"@GloCare I'm not talking about the Bonus, the credit i recharged can i use it to subscribe?",@242702 Your main account is not credited so you can not subscribe to data plan at all. The recharge goes straight to your promo account. AP,0.3958346571922338,529823,1,0.48950713872909546,@GloCare Iam talking about the bonus data....,"@255512 Hello, the bonus has been added to the 4gb given for your N1000 subscription . DA",2634638,0.48950713872909546,@GloCare Iam talking about the bonus data....,"@255512 Hello, the bonus has been added to the 4gb given for your N1000 subscription . DA",2634638,0.48950713872909546,@GloCare Iam talking about the bonus data....,@255512 Kindly confirm your number. DA,2634638,0.6003003120422363,"@GloCare good day. What's the code ""#122#"" bonus data used for on a jollific8 plan? Cos I ve a lot of bonus data but I am getting charged from my main data.","@268895 to enable you use your bonus data after exhausting the main plan, sms PAYU to 127 ~ OO",2945947
2910699,"@GloCare I borrowed #200 and recharged #400 card, and bought #200 data only for glo to deduct #100 from my account again. My number is 07054544145.",unauthorized_charge_or_vas,"@GloCare I borrowed #200 credit, recharged #400 and used the balance for data only for you to deduct extra. Also, your customer care lines haven't been responding to calls.","@805787 Evening, kindly provide your number for a quick check. 
Its due to the queue on the customer care line
Kindly exercise patience on the line and you will be attended to. AP",0.3757979860435159,2910703,2,0.4579729735851288,@GloCare I recharged my Glo phone number today several times and the value was not credited even after being deducted from my bank account,@747760 Good evening Leonardo. May we have your number to run a check on your line? May we also know the value of the airtime? FA,2651094,0.4579729735851288,@GloCare I recharged my Glo phone number today several times and the value was not credited even after being deducted from my bank account,@747760 Good evening Leonardo. May we have your number to run a check on your line? May we also know the value of the airtime? FA,2651094,0.5152968168258667,"@GloCare Pls stop deducting my money 08118860449 N1000
card almost finished. I have tired of calling 121 they can't get
it solved.","@422596 Morning Olufemi, the VAS has been cancelled and a refund is being processed.  kindly be patient.  TT",1293987,0.5275044441223145,"@117627 @GloCare 08051656065 that's the number ,the issue is I have not been charged from glo bonus data of 524 MB given to me ,am still Been charged from my subscribed data. Please look into it except it's fake .","@469090 @117627 Hello,
Your data bundle takes precision over bonus data. We empathize with you.

Thank you

PE",1504018
584005,"@GloCare my mobile #08159821678...I just recharge 1400 - was goin to load anoda 1100 so I can activate d (5gb) 2500 data plan, pls is there anything u can do to help?",data_plan_issue,@GloCare is there anything I can do to enable me make free calls to all cug users?,"@404154 Hello Philip, you can only call lines in your close user group for free,if you use a cug line. You'll be charged for calls to other lines.SO",0.3102418095608606,1210543,0,0.7450597882270813,"@GloCare pls I am trying to do a 2k plan on 4g/3g and it's not working. Pls help me with the plan, I have recharged already. 08118835696",@280417 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,672412,0.7450597882270813,"@GloCare pls I am trying to do a 2k plan on 4g/3g and it's not working. Pls help me with the plan, I have recharged already. 08118835696",@280417 We sincerely apologize for the inconvenience. We are currently carrying out an upgrade.We implore you to please bear with us as soon we would be able to assist you. Kindly try again later. GA,672412,0.7677127718925476,"@GloCare I recharge my glo line with a thousand naira for data purchase but the recharge didn't hit my phone meanwhile my account was debited for the 1k
. kindly assist. Thanks",@233527 May we know the recharge platform used and your number? SO,496761,0.7793616056442261,"@GloCare just recharge 2500 today for data, can't make call wat happen to my bonus? 07056099107","@154814 Evening Opson, may we know the error response you get while attempting a call?  TT",167013
2409934,"@GloCare please I need u assist me. When ever they are is money on you used to deduct it and I can remember subscribing to any news, advert or any",unauthorized_charge_or_vas,"@GloCare But my money can't be refunded, cause I didn't remember subscribing to any infotainment",@139861 The issue has been escalated to the unit in charge . Please exercise patience. AA,0.3114512718796541,107420,2,0.5161352157592773,"@GloCare Please help check my line, they won't stop deducting my money.","@674683 Hello Damilola, kindly provide your mobile number for checks and assistance.  TT",2330297,0.5161352157592773,"@GloCare Please help check my line, they won't stop deducting my money.","@674683 Hello Damilola, kindly provide your mobile number for checks and assistance.  TT",2330297,0.5277825593948364,"@GloCare You guys deduct my money if I'm browsing, instead of data",@280419 Please make the gloflat APN default on the line to avoid PAYU data charges. Thank you.  TT,672426,0.5560265779495239,@GloCare You guys are still deducting my money oooo,"@372397 Morning Samsondeen, kindly provide your mobile number for checks and assistance with the issue reported.  TT",1069652
209665,"@GloCare Please check my combo bundle balance for Int'l calls for 1000k subscription bcoz anytime I check through *777#,#122*1# no ans nr 07059646781",data_plan_issue,"@GloCare Please help me check my combo bundle balance from there 1000k subscription my nr is 07059646781 I can't access it hia *777# nor #122""1#","@165622 God morning, you have 38.18mb remaining on your bundle. Thank you. AA",0.5464821022294101,209772,2,0.3002829849720001,"@GloCare Please help me check my combo bundle balance from there 1000k subscription my nr is 07059646781 I can't access it hia *777# nor #122""1#","@165622 God morning, you have 38.18mb remaining on your bundle. Thank you. AA",209772,0.3002829849720001,"@GloCare Please help me check my combo bundle balance from there 1000k subscription my nr is 07059646781 I can't access it hia *777# nor #122""1#","@165622 God morning, you have 38.18mb remaining on your bundle. Thank you. AA",209772,0.41117361187934875,"@GloCare I'm talking of combo for international calling for 1000k subscription check d bal for me *777#,#122*1# isn't showing it nr is 07059646781","@165622 Good evening, please confirm when you subscribed for the combo plan. SO",209770,0.586927592754364,"@GloCare Nawao 4u guys I'm talking of combo intl calling I subscribed last wk Friday 1000k check d bal 4me 07059646781 #122*1#,*777# don't work here",@165622 Current IDD balance is N1753:20  Stay Unlimited!  TT,209686
471935,@GloCare @117627 Please why can’t I buy internet data? Been trying this since last night?,data_plan_issue,@GloCare Last night,"@236388 We apologize,we are unable to check your line now. Our engineers are carrying out system upgrade. Kindly check back much later. Thank you.AP",0.3173503776423843,507061,2,0.3930202126502991,"I'm unable to buy data, I'm getting error message every time I try,  what's going on @GloCare",@338129 Hello Diran. We apologize.  Kindly provide your mobile number for checks.  TT,918837,0.3930202126502991,"I'm unable to buy data, I'm getting error message every time I try,  what's going on @GloCare",@338129 Hello Diran. We apologize.  Kindly provide your mobile number for checks.  TT,918837,0.4365427494049072,@GloCare morning I have been trying to buy data since morning but I’m getting an error response,"@439149 Good afternoon Engr Omoba. We apologize for the inconveniences. May we have your number, subscription code used and the error message received? FA",1371065,0.44971784949302673,@GloCare been trying to buy data but not working,"@229322 We apologize for the inconvenience, our engineers are working on the issue. Kindly try it again later.Thank you. ET""",480995
2636639,@GloCare This is the sub I did (the first one) only to get 1636mb. Please! Whats up.?.?! https://t.co/A50adS4T5F,data_plan_issue,@GloCare please whats your 4G help line?,"@153134 Hello Papi, please dial 400 help desk  for 4G  assistance.  TT",0.2717906830998363,161005,0,0.6507009863853455,Why are you people giving me 1638MB instead of 4GB 🙁🙁🙁 @GloCare @117627 ??? What kind of scam is this https://t.co/6CufmOZGdb,@147248 @117627 You will get the 100% data volume(4Gb) if you are on auto renewal or if you subscribe within 3 days after your data expires. AP,2247246,0.6507009863853455,Why are you people giving me 1638MB instead of 4GB 🙁🙁🙁 @GloCare @117627 ??? What kind of scam is this https://t.co/6CufmOZGdb,@147248 @117627 You will get the 100% data volume(4Gb) if you are on auto renewal or if you subscribe within 3 days after your data expires. AP,2247246,0.7029706239700317,"Trust me people, @GloCare  's new 4gb data is really just 400mb or shit! I practically makes new monthly sub every week!  😡😠😎","@242259 Apologies, may we know what network inconvenience you are experiencing on your line or location? GA",528108,0.7160345911979675,@GloCare I just did a thousand naira 1000 sub for my mum which was supposed to be 4Gb of data but they end up giving me 1.6Gb why ???? 😕,@804580 Please supply your number so we verify. Renewal rules apply. ^GM,2905471
1503862,"@GloCare @469054 My data is paused and is on a weekend plan, I want to switch back to my normal data plan . How please?",data_plan_issue,@GloCare @GloCare I've data on my weekend plan and my normal data is still reading 08157803688,"@140961 Good evening, plan valid till 02/12/2017 18:07:16hrs. Thanks. SG",0.4039911639728775,549926,2,0.3958294987678528,@GloCare how far guys. Please how do I pause my data so I can use the weekend plan instead,@482082 Morning Dipo. You can not pause an active plan with a new subscription/ different data plan.  TT,1560162,0.3958294987678528,@GloCare how far guys. Please how do I pause my data so I can use the weekend plan instead,@482082 Morning Dipo. You can not pause an active plan with a new subscription/ different data plan.  TT,1560162,0.5108670592308044,Please my data plan just disappeared this morning  i need help @GloCare,@721120 Good morning Great. May we have your cellphone number to run a check on your line? FA,2534350,0.5433803200721741,"@GloCare I would have been more patient if you would stop my data plan from running, since I'm not able to use it for what's meant for.","@674704 We sincerely apologize for the inconveniences. The issue is being resolved. Please, bear with us.EE",2330466
2391743,@GloCare @117627 please what is going on ? I'm trying to renew my data bundle and It's not working.  As usual your customer care line never works!!!! Always held up🙄 please can you do something?,data_plan_issue,@GloCare please I can't subscribe what is going on,"@689123 Hello Okoroji, We apologize , Please try it again later .EE",0.2985828965126145,2393371,2,0.40533390641212463,@GloCare @742416 *777# no longer work for existing users who want to renew their data bundle. What is all this?,@742421 @742416 Morning Biodun. We apologize. Network engineers are working to resolve the issue. Kindly be patient . TT,2628685,0.40533390641212463,@GloCare @742416 *777# no longer work for existing users who want to renew their data bundle. What is all this?,@742421 @742416 Morning Biodun. We apologize. Network engineers are working to resolve the issue. Kindly be patient . TT,2628685,0.4774824380874634,"@GloCare Hi please i can't renew my Data plan, it normally auto renews once there""s money on my sim card",@439148 Good afternoon Adebayo. We apologize for the inconveniences. May we have your number to run a check on your line? FA,1371062,0.4831603169441223,"@GloCare renew my data plan pls, what is the problem?
09050102471","@165599 Hello Alex, the line has successfully subscribed to a plan. Please dial *127*0# to check data balance. TT",1211603
2218206,"@GloCare pls Dear customer, a warm welcome of N200200 Free Airtime is yours. Since o, my normal bonus if I recharge, I nor dey c am again o.. Pls help",bonus_or_promotion_issue,@GloCare how can I unlock dis crdt... a warm welcome of N200200 Free Airtime is yours. Recharge ur Glo line to unlock ur FREE credit. Dial #122*23# to check balance.,"@653894 Hello Onome, please recharge to unlock the bonus. Click this link for detials: https://t.co/760y8fDOaK. SO",0.3307481932272887,2242954,2,0.48485901951789856,"@GloCare Kindly help me, My airtime gets deducted indiscriminately. I'm now wary of Recharging, in fact. My No is 08056041889. Pls do something quickly!!!","@685970 Hello, Value added service activated on the line,has been deactivated. You may want to send STOP to 2442 to add number to the list of DND numbers. IQ",2378674,0.48485901951789856,"@GloCare Kindly help me, My airtime gets deducted indiscriminately. I'm now wary of Recharging, in fact. My No is 08056041889. Pls do something quickly!!!","@685970 Hello, Value added service activated on the line,has been deactivated. You may want to send STOP to 2442 to add number to the list of DND numbers. IQ",2378674,0.5583906173706055,@GloCare pls am a new user what's the code to recharge airtime,"@751865 Hello, kindly dial *123*PIN# or Call 123 and follow the voice instruction to recharge. DA",2669554,0.5896926522254944,"@GloCare Hi,got airtime and i cant recharge it its saying i should contact the customer care",@352792 Good evening Aderibigbe. May we have your number and the card serial number via DM? FA,981821
