candidate_id,customer_tweet_id,customer_text,brand_response,customer_created_at,brand_created_at,response_count,has_multiple_responses,text_frequency,has_duplicate_text,text_length,word_count,length_bucket,cluster_id,sampling_priority,pilot_intent
92,136624,"@GloCare No,I don't think sooo.....but if it's the jumbo tariff plan.Pls what can i do","@146803 Hello Michael, kindly be explicit for assistance?  TT",Fri Nov 24 12:41:39 +0000 2017,Fri Nov 24 14:07:04 +0000 2017,1,False,1,False,86,15,medium_short,0,0,
93,350068,@GloCare I subscribed for my phone 2 days but suddenly  yesterday I saw a message notifying me that av used up my data 08110338821,"@199284 Hello Mustapha, record shows the data was exhausted on the 6th of Oct.  TT",Sun Oct 08 08:41:42 +0000 2017,Sun Oct 08 09:33:20 +0000 2017,1,False,1,False,130,24,medium_long,6,0,
94,289639,@GloCare hi. Please I’d like to DM you. Can you follow or open your DM so that it’s possible? Thank you.,"@185017 Hello Fatimo, please DM the info. Thank you. SO",Tue Oct 17 15:06:25 +0000 2017,Tue Oct 17 16:15:18 +0000 2017,1,False,1,False,104,21,medium_long,1,0,
95,422636,"@GloCare gudpm to u, pls Ive been trying to mk some transactions wit my line using d ussd but its saying request failed.wats d problem?",@215652 We apologize for any inconvenience you may have experienced. Please describe the exact difficulty. Thank you. UO.,Mon Oct 09 20:21:30 +0000 2017,Tue Oct 10 09:59:36 +0000 2017,1,False,1,False,135,25,medium_long,0,0,
96,2651078,@117627 @GloCare Thank you GA,@736455 @117627 You are welcome. DA,Sun Nov 19 11:58:38 +0000 2017,Sun Nov 19 12:11:48 +0000 2017,1,False,1,False,29,5,short,7,2,
97,209876,"@GloCare How many times will I provide my phone number! 
08153628600
This is the third time I'm providing my phone number 
Help me rectify it now","@165650 We apologize, 
The complaint has been escalated. Please send STOP to 2442 and DEREG to 7728. Thank you for your patience. UO",Sat Sep 30 09:08:22 +0000 2017,Sat Sep 30 12:42:42 +0000 2017,1,False,1,False,145,26,long,8,0,
98,972994,@GloCare Please check your DM for my number. Thanks!,@350760 Service has been canceled. Thank you. SO,Sun Oct 22 07:59:21 +0000 2017,Sun Oct 22 08:04:01 +0000 2017,1,False,1,False,52,9,short,8,0,
99,2553578,@GloCare 08153343417,"@146230 Hello Muhammad, the Jumbo bonus is for Glo to Glo calls.  TT",Tue Nov 21 08:15:24 +0000 2017,Tue Nov 21 08:50:28 +0000 2017,2,True,2,True,20,2,short,3,7,
100,1120056,@GloCare @117627  https://t.co/dnbaSpfxdh,"@349728 @117627 Good afternoon, we apologize about it. Issue has been escalated to the unit in charge for assistance. A message will be sent to you. SO",Sun Oct 15 13:02:04 +0000 2017,Sun Oct 15 14:12:00 +0000 2017,1,False,1,False,41,3,short,10,0,
101,471927,"@GloCare No, I didn't send any message to 2442. But I have been doing USSD mobile banking successfully until about one week ago when it started giving me ""connection problem or invalid MMI code"" error, and with each attempt N5 service charge is deducted. My phone number is 08057017631.","@227390 Hello Ahamdi, we empathize. Please contact your bank for assistance on the banking app. Thank you. SO",Fri Dec 01 09:06:57 +0000 2017,Fri Dec 01 16:29:03 +0000 2017,2,True,2,True,286,49,long,1,6,
102,1056457,@GloCare 08078567390,"@367405 Good afternoon, line not credited. Please contact your bank for assistance. Thank you. SO",Mon Oct 23 09:51:28 +0000 2017,Mon Oct 23 11:18:30 +0000 2017,1,False,2,True,20,2,short,3,4,
103,1852718,@GloCare @117626 Your internet network is very poor that's all. Its an issue experienced by your subscribers,"@554448 APN, username and password? FA",Thu Oct 19 08:46:28 +0000 2017,Thu Oct 19 09:09:31 +0000 2017,2,True,2,True,108,17,medium_long,5,5,
104,2390223,Since u guys refused to rectify ur network problem I've switched to another service provider n u can go get ur sim card in d trash bin.no forget d unused data too @GloCare i dash una,"@265124 Hello Emmanuel, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly bear with us.EE",Tue Nov 14 07:10:24 +0000 2017,Tue Nov 14 08:59:51 +0000 2017,1,False,1,False,182,36,long,5,1,
105,684298,@GloCare Good morning,"@281380 Good day, how may we help you? GA",Thu Nov 23 09:27:49 +0000 2017,Thu Nov 23 11:42:08 +0000 2017,1,False,2,True,21,3,short,11,4,
106,400760,@GloCare Any findings?,@210791 Please provide the requested details in this chat thread.  TT,Mon Oct 09 18:45:34 +0000 2017,Mon Oct 09 19:17:54 +0000 2017,1,False,1,False,22,3,short,3,2,
107,1334885,@117627 @GloCare is joining the #GloJumboSim by dialling *224# means migrating away from one's glo package to another?,@431397 Yes. UO,Fri Oct 27 07:06:42 +0000 2017,Fri Oct 27 13:19:02 +0000 2017,1,False,1,False,118,18,medium_long,2,0,
108,1909576,@GloCare Good morning. I sent the message. Didn't get any reply. My device is a Samsung Galaxy Tab A. What can I do?,@163791 Good morning. We see here that Samsung tab A 9.7 and 10.1 models do not support our band 28. ^GM,Fri Oct 20 01:20:00 +0000 2017,Fri Oct 20 01:49:44 +0000 2017,1,False,1,False,116,23,medium_long,11,0,
109,684312,"@GloCare @117626 no 09059204435, I load N1,000 yesterday to auto renew my data when it finish, but the amount has been secretly deducted to N760 this money with any call,message or any subscription on the  from the number, can u explain why?","@283313 Sincere apologies, you have active value added service which attracts daily weekly and monthly charges on your line. GA",Thu Nov 23 10:08:07 +0000 2017,Thu Nov 23 11:29:38 +0000 2017,1,False,1,False,241,42,long,6,1,
110,1884702,@GloCare i can't call with my sim card but I can receive calls please solve the problem for me Here's my number 08073354676,"@562339 Good morning, we apologize for the inconveniences experienced.The issue is being worked on, will be resolved shortly.Please bear with us. SO",Sun Oct 22 19:29:46 +0000 2017,Mon Oct 23 07:28:18 +0000 2017,1,False,1,False,123,23,medium_long,4,0,
111,233410,@GloCare  yet to receive my N100. Pls refund it!!!,"@165602 Good morning, we apologize for the delay. Issue is being worked on. Please exercise patience. Thank you. SO",Thu Oct 05 10:19:01 +0000 2017,Thu Oct 05 10:30:35 +0000 2017,1,False,1,False,50,9,short,9,0,
112,2883666,"@GloCare airtime is still being deducted from my line, pls I want every deduction reverse because I have not activated any thing that will warrant any deduction if not, I will take this to another level,08055533850, thanks.","@770669 we apologize, we have notified the appropriate team and it will be rectified ~ OO",Mon Nov 27 17:23:49 +0000 2017,Tue Nov 28 09:49:18 +0000 2017,1,False,1,False,223,37,long,0,1,
113,2132564,"Glo network has learnt another thing here in Orlu, once it's 7:30pm they would switch off our networks till the next morning.  This has been consistently going on for the past week.  @117627 @GloCare Look into this stuff now","@627523 @117627 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",Wed Nov 08 19:33:42 +0000 2017,Wed Nov 08 19:35:14 +0000 2017,1,False,1,False,224,39,long,5,1,
114,2886810,@GloCare 07050847523,@153132 Removed. ^GM,Tue Nov 28 13:42:43 +0000 2017,Tue Nov 28 15:26:43 +0000 2017,1,False,1,False,20,2,short,3,2,
115,1686962,"@GloCare Unfortunately Network is down again.
This is truly unfortunate. No guarantee on glo networks!","@476124 We apologize for the inconvenience, our engineers are working on the issue. Thank you.",Thu Nov 09 21:42:05 +0000 2017,Fri Nov 10 02:44:33 +0000 2017,2,True,2,True,102,15,medium_long,5,5,
116,20404,"@GloCare 08113331360
Good Morning.","@120456 Hello Ucheodiaka, may we know the recharge code dialed? SO",Tue Oct 31 05:35:26 +0000 2017,Tue Oct 31 06:32:28 +0000 2017,1,False,1,False,34,4,short,11,2,
117,65447,"@GloCare Dear Team, no update, no better improvement, please help","@130986 We apologize for the inconvenience, our engineers are working on the issue. Thank you. ET"".",Thu Nov 30 06:19:34 +0000 2017,Thu Nov 30 07:56:41 +0000 2017,1,False,1,False,65,10,medium_short,1,0,
118,684301,@GloCare whats the meaning of this?  I have been trying to load this card since yesterday.  Fix it. https://t.co/j2sqxSj7qc,"@283316 Apologies, may we have the serial number and the code you tried to use? GA",Thu Nov 23 09:27:00 +0000 2017,Thu Nov 23 11:41:44 +0000 2017,1,False,1,False,123,19,medium_long,1,0,
119,428869,@GloCare Thank you,@217008 You are welcome. Stay Unlimited!  TT,Tue Oct 10 17:58:13 +0000 2017,Tue Oct 10 19:01:11 +0000 2017,1,False,9,True,18,3,short,7,4,
120,1114047,"@GloCare 08112062696,pls if you guys have registered me on any of your shenanigans pls kindly undo it","@382922 Good afternoon, plan already auto renewed. Please text info to 127 to confirm. Thank you. SO",Sun Oct 15 13:08:53 +0000 2017,Sun Oct 15 14:23:04 +0000 2017,1,False,1,False,101,17,medium_short,9,0,
121,1516706,@GloCare Can u pls help me delete dem? I did that several times still der,"@309895 Please dial *127*02*number# to delete,only when you have an active plan. ^GM",Fri Nov 03 17:18:06 +0000 2017,Fri Nov 03 18:19:49 +0000 2017,1,False,1,False,73,15,medium_short,9,0,
122,1891365,Hi @GloCare I'm having issues migrating to generation G tarrif plan... I need your help. Please what's the right code?,"@564004 Good morning, Geneartion G package is no longer available. Please click this link for details of available tariff plans: https://t.co/bVzBGOevhb. Thank you. SO",Sun Nov 26 07:40:40 +0000 2017,Sun Nov 26 07:59:07 +0000 2017,2,True,2,True,118,20,medium_long,0,5,
123,2941348,"@GloCare This is my mobile number 08110319657,it is phones internet browse.
Thanks for the reply.","@812712 we apologize,  may we know the exact challenge experienced? OO",Wed Nov 29 14:31:36 +0000 2017,Wed Nov 29 14:52:12 +0000 2017,1,False,1,False,97,15,medium_short,8,0,
124,874393,@GloCare 08059754310,"@327585 Hello Daisi, Due to system upgrade,  we apologize we are not be able to run a check at this time. Kindly exercise some patience. UO",Fri Oct 13 13:13:22 +0000 2017,Fri Oct 13 15:20:58 +0000 2017,1,False,1,False,20,2,short,3,2,
125,770410,@GloCare my phone is not showing the LTE network I just joined please help,"@303979 Good morning.Thank you for choosing us. Kindly supply your number,phone type and location for investigation. ^GM",Wed Oct 11 22:13:59 +0000 2017,Wed Oct 11 23:18:20 +0000 2017,1,False,1,False,74,14,medium_short,5,0,
126,2172658,@GloCare pls how much data do I get if I subscribe for 4000 data before my current one expires?,"@637148 Afternoon, you will get the 100% data volume(14Gb) plus your remaining data volume. AP",Thu Nov 09 10:23:57 +0000 2017,Thu Nov 09 14:02:41 +0000 2017,1,False,1,False,95,19,medium_short,9,0,
127,2345075,@GloCare . I misplaced my glo sim but luckily I found it back but it was already deactivated.... please help me,"@678141 Hello, Ojeaga, kindly visit our Gloworld outlet for a SIM replacement. DA",Mon Nov 13 14:21:49 +0000 2017,Mon Nov 13 16:05:54 +0000 2017,3,True,3,True,111,21,medium_long,4,5,
128,1082748,"@GloCare 0815 972 6742 disable everything, thanks","@375408 Morning Okorie, please send STOP to 2442 for full VAS DND.  TT",Sun Oct 15 06:12:10 +0000 2017,Sun Oct 15 06:43:22 +0000 2017,1,False,1,False,49,7,short,1,0,
129,381914,@GloCare I have enough credit for my data renewal but it didn't go through and I don't know why. Just got a text I'm on flesh. Urgent.,"@206562 Hello Daniel, 

We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.",Sun Oct 08 19:40:38 +0000 2017,Mon Oct 09 09:49:03 +0000 2017,1,False,1,False,134,27,medium_long,6,0,
130,549938,"@GloCare my number is 08055674454, I'm on glo jumbo sim, I still have bonus both in data airtime but unable to browse once I re-charge  glo wiil start deducting my money if I try to browse till it's finishe","@248075 However, please configure your device as thus: APN-gloflat, username/password-flat and try again. Thanks. SG",Sat Dec 02 18:14:23 +0000 2017,Sat Dec 02 18:36:22 +0000 2017,2,True,2,True,206,39,long,4,6,
131,2093016,@GloCare The network is stable now. Thank you.,@618457 You are welcome. AP,Thu Nov 09 16:43:16 +0000 2017,Thu Nov 09 16:59:13 +0000 2017,1,False,1,False,46,8,short,5,0,
132,1746653,@GloCare @117627 08057888889,"@276812 @117627 We apologize for the inconvenience,our engineers are carrying system upgrade. Kindly check back much later. Thank you.AP",Tue Nov 07 17:38:43 +0000 2017,Tue Nov 07 18:05:50 +0000 2017,1,False,1,False,28,3,short,10,2,
133,112423,"@140961 @GloCare Very nonsense network we have in the country,same with @airtel_care n d rest of them",@140960 @140961 @airtel_care We apologize. May we know what the exact issue is? AP,Thu Nov 23 11:09:42 +0000 2017,Thu Nov 23 14:27:10 +0000 2017,2,True,2,True,101,17,medium_short,5,5,
134,2905483,@GloCare  https://t.co/GO3QI6zRQp,@165640 May we know what the exact issue is? AP,Tue Nov 28 20:50:51 +0000 2017,Tue Nov 28 21:40:20 +0000 2017,1,False,1,False,33,2,short,1,2,
135,2388767,"@GloCare pls i recharged #400 on my glo line &amp; I've nt made a single call wt it bcoz I traveled 2 an area without network. Bt each day d airtime is deducted. Pls rectify &amp; refund me. My number 08153207322, Gombe town.","@688256 We apologize , Please be informed your complaint has been escalated .Thank you.EE",Tue Nov 14 06:27:39 +0000 2017,Tue Nov 14 08:09:40 +0000 2017,1,False,1,False,225,43,long,9,1,
136,254464,"@GloCare Hv actually ported to mtn since I can see their base station close to me ,08111145363,yabatech is the land mark   no 9igbobi road off oweh","@176482 Hello Tunzo, if he has ported we wont be able to work on the line. UO",Thu Oct 05 13:13:40 +0000 2017,Thu Oct 05 17:44:34 +0000 2017,1,False,1,False,147,26,long,1,0,
137,1966171,@GloCare 07055466702. Page not available. Etta Agbor lyt Calabar. Has been happening like forever. Using gionee M5 marathon. Glo has neva worked here,"@582744 Please confirm the device apn, username and password? SO",Tue Oct 31 11:06:33 +0000 2017,Tue Oct 31 12:06:13 +0000 2017,1,False,1,False,149,23,long,1,0,
138,73310,@117627 @GloCare 08058866369,@132393 Send STOP to  35182 to deactivate the value added service on your line. You may  also send STOP to 2442 for full VAS DND. Thank you for your patience. ET.,Thu Nov 30 09:28:59 +0000 2017,Thu Nov 30 10:11:30 +0000 2017,1,False,1,False,28,3,short,2,2,
139,1480685,@GloCare @463810 I live and work in Surulere and use a tecno T4 phone. When using glo data I'm always unable to download media files but when on other ntwks,"@463812 Kindly select 3G only network; not Auto, on your device setting for better connection. TT",Fri Nov 03 10:13:42 +0000 2017,Fri Nov 03 10:37:31 +0000 2017,1,False,1,False,156,30,long,6,0,
140,318160,"@GloCare your 4x recharge is like a fraud to us, we have dialed *323*pin# a hundred times, it has never been successful","@191917 Hello Oluboba, the service is active. May we have your mobile number, the error response and recharge card serial number for checks?  TT",Sat Oct 07 07:07:08 +0000 2017,Sat Oct 07 07:20:57 +0000 2017,2,True,2,True,119,22,medium_long,0,5,
141,1855796,Thank you oh @GloCare .. Now i can't even open Google sef..,"@555114 Good morning Godday. We apologize for the inconveniences. May we have your cellphone number, location, landmark, device name, model,",Thu Oct 19 07:19:45 +0000 2017,Thu Oct 19 08:40:30 +0000 2017,2,True,2,True,59,12,short,1,5,
142,2179006,"@638613 @117627 U took the words right outta my mouth, I've been complaining for almost a year, all @GloCare will say is give us exact location bla bla bla and NOTHING will be done","@342588 @638613 @117627 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",Thu Nov 09 12:23:00 +0000 2017,Thu Nov 09 14:55:21 +0000 2017,1,False,1,False,180,34,long,1,1,
143,1734934,@GloCare please how do renew my one year unlimited data plan?,"@523892 Hello Enudi, sorry there is no unlimited data plan. Please dial *777# for list of plan. SO",Tue Oct 17 17:56:42 +0000 2017,Tue Oct 17 19:03:53 +0000 2017,1,False,1,False,61,11,medium_short,6,0,
144,549938,"@GloCare my number is 08055674454, I'm on glo jumbo sim, I still have bonus both in data airtime but unable to browse once I re-charge  glo wiil start deducting my money if I try to browse till it's finishe","@248075 Good evening, We sincerely apologize for the inconvenience.We are unable to assist you at the moment. This is because we are currently carrying out an upgrade. We implore you to please bear with us, we shall assist you as soon as possible. Kindly check back later.  SG",Sat Dec 02 18:14:23 +0000 2017,Sat Dec 02 18:35:24 +0000 2017,2,True,2,True,206,39,long,4,6,
145,1615260,"@GloCare This the umpteenth time I will be sending my number again. Damn!
09053243169.","@495408 We apologize.Kindly provide your device type, exact location and error response for a quick check . Thank you. AP",Tue Nov 07 09:30:18 +0000 2017,Tue Nov 07 14:05:52 +0000 2017,1,False,1,False,86,14,medium_short,8,0,
146,1518976,@GloCare 08058616833,@472321 last recharge seen was 100 naira at 6.59 pm today. Bonus was given for Glo calls and sms ONLY. Please dial #122*23# to view. ^GM,Fri Nov 03 19:28:19 +0000 2017,Fri Nov 03 19:33:24 +0000 2017,1,False,1,False,20,2,short,3,2,
147,2708133,@GloCare please check your dm.,"@690469 You have used 4.20 MB(0.41%) out of 1.00 GB.   Kindly dial *127*0# or send INFO to 127 to check your data balance and validity. You may also dial *777#, select 1 for 3G-4G data Plan, then 4 to Manage Plan, then 4 to Get Data Balance. AP",Sun Nov 19 23:03:51 +0000 2017,Sun Nov 19 23:32:56 +0000 2017,1,False,2,True,30,5,short,0,4,
148,2477311,@GloCare Do u hv #2000 card denominations,"@132922 Yes, visit the Gloworld. FA",Thu Nov 16 07:40:01 +0000 2017,Thu Nov 16 08:26:37 +0000 2017,1,False,1,False,41,7,short,1,0,
149,474020,@GloCare @227840 Wetin happen. You guys are charging me for iflix after using for less than 60 days. Kilode? Iflix finished my last day subscription I didn't notice until I resubscribed and saw data dropping fast as I use iflix. Please what's the rule? 08051891193.,"@268899 @227840 Good morning, Damilola. Its access that's free for 2 months,not downloads or streaming on the app. More on that here: https://t.co/K1OxpO956D. ^GM",Thu Nov 30 05:31:33 +0000 2017,Thu Nov 30 05:34:45 +0000 2017,1,False,1,False,265,45,long,6,1,
150,2327942,@GloCare pls I got dis immediately I switched on my fone. Didnt send any SMS n why I was charged N35 for SMS which I have no idea https://t.co/olKeH2ciKj,@674166 Good evening James. May we have your cellphone number to run a check on your line? FA,Mon Oct 30 18:10:13 +0000 2017,Mon Oct 30 18:19:29 +0000 2017,1,False,1,False,153,29,long,9,0,
151,558210,"@GloCare 
Also got my number and confirmation that the sim is active and all..but I can't do anything on it",@250410 Good evening Olaniran. We apologize for the inconveniences. May we have your number to run a check on your line? FA,Sat Dec 02 20:38:08 +0000 2017,Sat Dec 02 21:10:35 +0000 2017,1,False,1,False,107,20,medium_long,4,0,
152,424182,@GloCare 08119162525 thank you,"@215971 Hello, the VAS messages on the line has been deactivate. Please send STOP to 2442 for full VAS DND.  TT",Tue Oct 10 13:56:59 +0000 2017,Tue Oct 10 14:08:31 +0000 2017,1,False,1,False,30,4,short,7,2,
153,1855827,"@GloCare! Had network issue over 2 days, Got no connection, can't make calls nor receive , my no is 08158140245! Can u help out pls","@220607 device name, model, APN, username and password? FA",Thu Oct 19 08:19:27 +0000 2017,Thu Oct 19 08:54:30 +0000 2017,2,True,2,True,131,25,medium_long,5,5,
154,387010,@GloCare Thanks once again,@207618 You are welcome. Stay Unlimited!  TT,Mon Oct 09 13:19:58 +0000 2017,Mon Oct 09 13:54:12 +0000 2017,1,False,1,False,26,4,short,1,2,
155,1504016,"@GloCare I bought the N500 2GB recently but to my surprise, I was allocated with only 800MB. I need an explanation here","@469089 Hello, As you auto renew/extend your plan, you will get the 100% bonus data for the plan bought. Also,a 7-day grace period is provided for renewal of plan after expiration, after which you are only eligible to half the data volume. Thank you PE",Sat Nov 25 22:49:09 +0000 2017,Sun Nov 26 02:04:53 +0000 2017,1,False,1,False,119,22,medium_long,1,0,
156,1916974,"@117627 @GloCare No error message but it has always been on one bar, no bar, slow browsing?","@570976 @117627 Kindly provide your number, error message, exact location with landmarks, issue duration and device type for assistance. TT",Wed Oct 25 20:31:53 +0000 2017,Thu Oct 26 08:21:57 +0000 2017,1,False,1,False,91,17,medium_short,2,0,
157,209928,@GloCare 09057174095,"@165602 We apologize Folashade, The complaint has been escalated and deactivated  Please send STOP to 2442. Thank you for your patience. UO",Tue Oct 03 16:03:46 +0000 2017,Tue Oct 03 17:29:19 +0000 2017,1,False,2,True,20,2,short,3,4,
158,2553564,"@117627 @GloCare Please be informed that there has been NO 3G network in Ofada area of Ogun state since yesterday morning.Take note.","@725247 @117627 We sincerely apologize for the inconveniences. The issue is being resolved. Please, bear with us. AP",Thu Nov 16 14:28:43 +0000 2017,Thu Nov 16 14:42:48 +0000 2017,1,False,1,False,133,23,medium_long,2,0,
159,2208814,@GloCare  I still can't use my data. You told me that the issues will be resolved. I even got a text that it has. What use is my data then?,"@369435 Kindly provide your number,device type,error message,duration,location/landmark. Thank you. ET.",Thu Nov 09 22:03:14 +0000 2017,Fri Nov 10 02:49:15 +0000 2017,2,True,2,True,139,30,long,6,5,
160,712756,Its customer service week @GloCare yetyou ignored my issue. Pls how do i unlock my sim cos im being asked for PUK nd i cant find my sim pack,"@182034 Hello Maryann, for security reasons call 121 help desk or visit the Gloworld shop for assistance with the PUK. TT",Fri Oct 06 09:21:28 +0000 2017,Fri Oct 06 09:30:52 +0000 2017,1,False,1,False,140,29,long,4,0,
161,385496,"@117627 @GloCare Good morning, thanks for this",@206799 You are welcome. UO,Mon Oct 09 07:51:43 +0000 2017,Mon Oct 09 12:13:45 +0000 2017,1,False,1,False,46,7,short,11,0,
162,1894602,@GloCare Thank you!,@564748 You're welcome. FA,Thu Nov 16 08:44:22 +0000 2017,Thu Nov 16 10:27:15 +0000 2017,1,False,2,True,19,3,short,7,4,
163,443568,"@117627 @GloCare Kindly update your CAs with healthy information or get them trained properly. One problem, each CA with a different solution. Tell them to stop all this trial n error thingy. the one without knowing about the problem will end up insulting the customer.",@220089 @117627 Morning Marshall. May  we know what the issue is to offer you assistance?  TT,Wed Nov 22 08:31:36 +0000 2017,Wed Nov 22 09:05:14 +0000 2017,1,False,1,False,269,45,long,2,1,
164,1038522,"Please @GloCare I have been trying to subscribe for a data plan for the past four hours and I have not been successful.  Can you resolve this issue?
The pop-up in the second picture is what keeps coming up. Thanks. https://t.co/vgLePlgOCW",@184166 Kindly provide your phone number for assistance. ET.,Fri Dec 01 06:44:21 +0000 2017,Fri Dec 01 07:54:29 +0000 2017,1,False,1,False,238,41,long,6,1,
165,2242967,"Good evening @GloCare  I tried recharging my line, and the response am getting is,""this line has been deactivated""
Help resolve.
Regards,
Joe",@653895 Apologies Joe. Kindly provide  your number for checks.  #GloEverydayBonanza GA,Fri Nov 10 20:16:55 +0000 2017,Fri Nov 10 21:25:34 +0000 2017,1,False,1,False,141,22,long,0,0,
166,1529859,@GloCare @209068 P.S the number of curses dah has been used to bless you pass 30billion,"@474817 Hello, may we know what you are experiencing. DA",Sat Nov 04 00:04:35 +0000 2017,Tue Nov 07 23:52:17 +0000 2017,2,True,2,True,87,16,medium_short,8,5,
167,423656,@GloCare Itel 1501,@215859 The issue reported has been escalated for resolution. Kindly be patient.  TT,Tue Oct 10 13:51:55 +0000 2017,Tue Oct 10 14:01:28 +0000 2017,2,True,2,True,18,3,short,1,7,
168,1871021,"@GloCare Good evening Sir/Ma,  i just did 1k sub on my Android,  i didn't get double data just 1.6GB, please help me rectify, 08055645376","@546946 Good morning Princewill. Last plan ended 13/10/2017 ,new plan activated 19/10/2017,more than 3 days after grace period,hence no double.^GM",Thu Oct 19 20:43:45 +0000 2017,Thu Oct 19 23:29:03 +0000 2017,1,False,1,False,137,24,long,11,0,
169,2208783,"@GloCare Morning, please is the upgrade over?
I would like a quick check on my account as I need to subscribe ASAP. Thanks","@123325 We apologize for the inconvenience, our engineers are working on the issue. Thank you. ET.",Fri Nov 10 03:01:09 +0000 2017,Fri Nov 10 03:26:12 +0000 2017,1,False,2,True,122,23,medium_long,1,2,
170,73297,@GloCare My number is 07058541994.,@132391 4G was credited. Text info to 127 to confirm. SO,Thu Nov 30 11:31:07 +0000 2017,Thu Nov 30 14:42:30 +0000 2017,1,False,1,False,34,5,short,8,2,
171,1141861,"@GloCare @388783 My number: 08052681123, new sim serial number: 892__credit_card__F. Visited outlet at Abraham Adesanya Ajah Conoil Station. Thanks.",@388784 @388783 Line has been provisioned. Please dial #124*1# for balance. Thank you. SO,Tue Oct 24 15:50:50 +0000 2017,Tue Oct 24 16:01:54 +0000 2017,1,False,1,False,148,19,long,8,0,
172,493139,@GloCare Pls I subscribed for blackberry plan instead of android plan #1000 how can I reverse it,@232568 You can use it. Kindly change the apn to https://t.co/Huzr6eShun (Username-leave it blank Password-leave it blank) and save. AP,Fri Dec 01 09:22:16 +0000 2017,Fri Dec 01 16:52:37 +0000 2017,2,True,2,True,96,17,medium_short,9,5,
173,1603993,@GloCare 08074149967,@492201 The complaint has been escalated and deactivated  Please send STOP to 2442. Thank you for your patience. UO,Sun Nov 05 11:13:45 +0000 2017,Sun Nov 05 12:25:18 +0000 2017,1,False,1,False,20,2,short,3,2,
174,2722112,I'll like to report this number 08079699867 for fraudulent BVN messages. It really is irritating.@GloCare,"@632501 Morning Vage, please liaise with security agencies for assistance on the issue reported. Stay Unlimited!  TT",Mon Nov 20 10:04:12 +0000 2017,Mon Nov 20 10:16:03 +0000 2017,1,False,1,False,105,15,medium_long,8,0,
175,2330541,@GloCare To opt in for the 200% Bonus,@141397 Kindly migrate into Glo Bumpa package to enjoy 200% bonus on recharge. Dial *100*10*1# to migrate.  TT,Sun Nov 12 12:31:06 +0000 2017,Sun Nov 12 12:48:10 +0000 2017,1,False,1,False,37,8,short,0,2,
176,2724779,"@GloCare @117627 Stop emphasizing with mee. I've provided you with the number - +234 807 683 5245 - not fewer than 3times. Afterwards, you still resubscribed mee to the unsolicited services and deducted my money. @104856 @117626 @7475 @104937 @120330 @127588 @562660",@264735 @117627 The VAS on the line has been deactivated. Sens STOP to 2442 for full VAS DND.  TT,Mon Nov 20 12:30:11 +0000 2017,Mon Nov 20 12:33:06 +0000 2017,1,False,1,False,266,42,long,1,1,
177,445895,@GloCare @GloCare I bought N1000 data on the sim too and I was only given 1.6gig instead of the advertised 4gig. The glo no is 08079375311. I'm starting to think the whole thing is a sham.,"@220600 Please note, with active plan, or if data expired less than 7 days, line gets the full data bundle. Otherwise, the revised plan will be given. TT",Wed Nov 22 09:14:35 +0000 2017,Wed Nov 22 09:56:39 +0000 2017,1,False,1,False,188,36,long,4,1,
178,2121860,@GloCare @117627 It seems not to be working,@220069 @117627 Kindly exercise patience and try much later . AP,Wed Nov 08 14:30:07 +0000 2017,Wed Nov 08 14:56:50 +0000 2017,1,False,1,False,43,8,short,10,0,
179,691318,@GloCare 08119489191,"@285192 Kindly visit the Gloworld show with the SIM, SIM pack, valid ID and N100 for SIM replacement. Stay Unlimited!  TT",Mon Oct 16 11:08:33 +0000 2017,Mon Oct 16 11:10:49 +0000 2017,1,False,1,False,20,2,short,3,2,
180,348613,@GloCare Like I said lm no longer using d blackberry. I now use android fon,@198986 Kindly dial *777# to subscribe. View available plans at the link: https://t.co/GvxBuIxUZL.  TT,Sun Oct 08 07:17:01 +0000 2017,Sun Oct 08 07:26:49 +0000 2017,2,True,2,True,75,15,medium_short,1,5,
181,2500312,@GloCare hello !! I have tried making some transfer of airtime to another Glo SIM registered but have had the process failed pls resolve ASAP 08152895409,"@713317 Good evening, you are not eligible to transfer because you are on glo bumpa. AP",Wed Nov 15 18:15:51 +0000 2017,Wed Nov 15 18:31:40 +0000 2017,1,False,1,False,153,26,long,4,0,
182,103600,@GloCare 08113055013,"@138796 ME2U service is not available on GLO BUMPA package (can only receive, can't send). Thanks. SG",Thu Nov 30 19:02:25 +0000 2017,Thu Nov 30 21:30:19 +0000 2017,1,False,1,False,20,2,short,3,2,
183,2159645,@GloCare please o. Why am I continuously debited on my number 0811 881 5464,"@634315 Hello Jesse, we apologize, issue has been escalated to the unit in charge. Thank you. SO",Tue Oct 31 08:44:15 +0000 2017,Tue Oct 31 10:43:55 +0000 2017,1,False,1,False,75,14,medium_short,8,0,
184,1237460,@GloCare @117627 08051567579,"@410276 @117627 Please provide your  error message, exact location with landmarks, issue duration and device type for assistance. TT",Thu Oct 26 05:40:48 +0000 2017,Thu Oct 26 12:00:34 +0000 2017,2,True,2,True,28,3,short,10,7,
