customer_tweet_id,golden_customer_text,golden_intent,vector_top1_distance,vector_top1_customer_text,vector_top1_response,vector_top1_tweet_id,vector_relevance,review_notes
2812719,"@GloCare Yeah, but will the extension retain the unused data and take it over to the next month?",data_plan_issue,0.5660010576248169,"@GloCare Does your data plans rollover data? If I don't finish my data in 30 days, does it roll over to the next month? Or it gets wiped","@120252 Hell Tolulade, All you need do is resubscribe before  the plan expires to extend your plan. UO",2812720,2.0,
69361,"@GloCare just bought 1000 data and instead of 3.2gb I saw 1648mb on 07059556635 Wi-Fi modem, what's happening?",data_plan_issue,0.6033306121826172,@GloCare Further to our earlier discussions. I bought 1k data but wasn't given 4gb instead 3.2gb. Why?,@634315 We apologize.Kindly provide your number for checks.EE,2159635,2.0,
228170,"@GloCare I got a message that I should dial x100x6x1#,hope it wouldn't affect my package of #2500 for 10G data?",data_plan_issue,0.7910095453262329,@GloCare I bought  #1000 data from your network with my number 08118877816 on Oct 20th and I was only given 1.6g,"@588030 Please note, with active  plan, or if data expired less than 3 days, line gets the full data bundle. Otherwise, the revised plan. TT",1986466,1.0,
1199678,No glo network since 6pm ...@GloCare what's up?,network_issue,0.2528165280818939,@GloCare what's happening to glo network since morning is off,"@419753 Hello Rich, we empathize. May we have your number, error message, exact location, issue duration and device type? Revert via DM. SO",1920888,2.0,
1732070,@GloCare good morning.. Why is my GLO network poor??? Since on Friday up till now showing me emergency call only. Pls. 08052515535,network_issue,0.3180401921272278,@GloCare for some weeks now the Glo network has been so poor when it comes to Internet services... Pls what is wrong,"@292544 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress EE",720891,2.0,
2769400,@GloCare @170399 what sort of network is this? over 7hrs I've been trying to subscribe. network engineers have been working since 6am,data_plan_issue,0.5622214078903198,@GloCare Pls what is happening to your network nowadays  ?,@456814 Good evening Johnson. May we know the exact issue being experienced in order to offer assistance? ^GM,1518980,1.0,
1210497,"@GloCare Network status? Worst! I Just replying 2 days later means, everything was shot down till last night, hope this last past 12 noon.",network_issue,0.4664714932441711,"@GloCare Unfortunately Network is down again.
This is truly unfortunate. No guarantee on glo networks!","@476124 Kindly provide your number,device type,error message,duration,location/landmark. Thank you. ET.",1686962,2.0,
1833990,"Am I d only one ""enjoying"" ds very poor network from @117627? So terrible. @GloCare @145585",network_issue,0.620657205581665,@GloCare @117627 Network is still bad.. very bad.,"@700201 @117627 Sincere apologies Skizzyyo. kindly provide your number, device type, exact location with landmark, error message, signal you can see and alternate number. AP",2441576,2.0,
1917354,@GloCare I have recharge but can't access my bonuses. Why?,bonus_or_promotion_issue,0.4050842523574829,@GloCare I recharged with my bank code but am not giving the 15% bonus,"@139865 Hello Laski, please provide your number for clarification. Thank you. SO",1057864,2.0,
469794,"@GloCare i did not apply for any #service. Dear User, your billing for Glo Gamestore has failed due insufficient balance. Please recharge",unauthorized_charge_or_vas,0.1936098039150238,"@GloCare Dear User, your billing for Glo Gamestore has failed due insufficient balance. Please recharge your account and try again",@222686 The service has been deactivated from your line. ET.,453795,2.0,
1894596,@GloCare That's not what I have problem with please. Fix this deductions thing.,unauthorized_charge_or_vas,0.3292488157749176,@GloCare Please do something about this problem of deductions,@136527 Hello Aminu kindly provide your mobile number for assistance with the issue reported.  TT,1206714,2.0,
988312,"@GloCare haba, my glo 4g lte wanna kill me this month since i subscribed. It doesnt go again, im tired pls help 😩😭😭😭",data_issue,0.5876451134681702,@GloCare pls my glo subscription isn't working it keeps sending me this https://t.co/MXX7v5E6UL,@773721 Morning Paschal. We apologize. Network engineers are working to resolve the issue. Kindly be patient . TT,2766744,2.0,
883415,@GloCare but one things remains. I am a victim of unsolicited deductions. Please deactivate all deductions on 0815699716,unauthorized_charge_or_vas,0.3154059052467346,@GloCare Please can you help me to deactivate this finally so that this won't re-occure again. I don't want all these unreasonable deductions again!!,@190742 The complaint has been escalated and deactivated. Thank you for your patience. AP,312952,2.0,
46773,@GloCare As a matter of fact I didn't download any song So please deactivate any caller tunes and VAS or song as a matter of urgency .thanks,unauthorized_charge_or_vas,0.4689608216285705,@GloCare what of caller tunes I didn't suscribe for any thing on this line only data!pls deactivate everything TT pls! Thanks again,@126397 The Caller Tune service has been deactivated.  Stay Unlimited!  TT,46771,2.0,
2414019,@GloCare Please can i know the meaning of DND list,account_or_general_support,0.0228131841868162,@GloCare please what's the meaning of DND list.,"@199051 Morning Zeus, DND means - Do Not Disturb.  TT",348900,2.0,
2685770,@GloCare hi would like to deactivate my glo camp-boost plan,data_plan_issue,0.4255439639091491,"@GloCare please would like to deactivate my campus boost plan, what's the code?",@433350 Good afternoon Kelvin. Kindly send a mail to __email__ stating you want to forfeit your data plan. FA,1370596,2.0,
1157088,@GloCare pls i want to remove a no. From glo gifting how do i do that,data_plan_issue,0.7669403553009033,@GloCare Thank you. And how can i easily remove the numbers.?,@130987 Kindly dial *127*02*Number# to remove lines sharing data with you.  TT,918863,2.0,
33122,"@GloCare please where can I locate glo office near University of Ibadan environs.
Need to retrieve my lost sim card ASAP. Thanks",sim_or_device_issue,0.5776581764221191,"@GloCare @117627 the glo line on 12th November 2015 @ glo office in Adeniran Ogunsanya surulere, I lost the Sim card and also the pack","@171018 @117627 Please visit the Gloworld shop with frequently dialed number list, valid ID and a sworn affidavit for SIM replacement assistance.  TT",428017,2.0,
1123739,"@GloCare I rchrgd N500 wt *323*PIN# bt none of my accts ws credited, made 2 kols to 121 yet not credited abt 7hrs now. 08050597950.",recharge_or_airtime_issue,0.7048190832138062,@GloCare my line has not been credited&amp; my acct has bn debited 4an e-top up. 09055101935,"@369212 Good afternoon, please confirm the amount recharged, date and platform used. Thank you. SO",1054697,2.0,
2121921,What are the requirements for retrieving a lost sim @GloCare,sim_or_device_issue,0.4004875421524048,"@GloCare pls i want to retrieve my damaged glo sim. How do i go about it.

Thanks","@596711 Kindly visit any Gloworld/Glo zone outlet with a valid means of identification,at least N100 &amp; sim pack,with 5 frequently dialed numbers. AP",2032272,2.0,
20402,@GloCare *123*pin#,recharge_or_airtime_issue,0.4233415424823761,@GloCare *123*,"@443222 You recharged 100, 200 and 500 naira cards at  4:39pm, 4:41pm and 4:42 pm respectively.They were loaded,kindly check your balance again. AP",2231276,2.0,
347136,"@GloCare i went to ur office to change my sim to Nano sim, after presenting my sim n idcard, d lady there said I mst bring an affidavit",sim_or_device_issue,0.5692307949066162,"@GloCare A sworn Affidavit. That's all i require to change the name and retrieve my sim, right?",@356819 ...and a valid ID card. CA,1000280,2.0,
2717684,"@GloCare I don't have the Sim pack but, I have a valid ID",sim_or_device_issue,0.4048788845539093,@GloCare I can't find my Sim pack,"@151446 For SIM replacement , please visit the nearest Gloworld with N100, sim certificate and valid identity card. Please note that you need the sim pack to replace the line. If you do not have it. Please get a sworn affidavit.  UO",1114459,2.0,
1123768,"@GloCare Please, I want to complain about the poor service in my area. If I put on 3G service it shows emergency calls only.  PLEASE HELP!",network_issue,0.5102402567863464,@117627 @GloCare unable to connect to 3g network when I switched to 3g it show emergency calls only...   Pls help ASAP,"@242700 @117627 Sincere apologies, may we have the affected number, device type, error message and location for checks? GA",529818,2.0,
94526,@GloCare Glo charges me 0.24 per secs same network cos I called glo line for 5 secs and was charged 1.2 /5secs =0.24 x60 =N14. 4 per min.,voice_or_line_issue,0.6128767728805542,"@GloCare I made 38 secs called and was charged about N7 to another network 
made then 2mins 15secs and was charged N28","@136527 Morning Aminu, billing rate on your line is okay with respect to Gbam Plus package.  TT",94528,2.0,
2330459,@GloCare Kindly help deactivate auto renewal on my line. I have tried to do so via text messages it wasn't going. My phone no: 08056341036,data_plan_issue,0.2966662347316742,@GloCare kindly help me to cancel auto renewal on my phone number 08056341036 ASAP,"@419756 Hello Olasunkanmi, please text cancel to 127 to deactivate hsi data plan auto renewal on the line. Thank you. SO",1281110,2.0,
1199689,"@GloCare Your call cannot be completed at the moment, please try again later",voice_or_line_issue,0.3799212574958801,"@117627 @GloCare Cant call, cant recieve","@700201 @117627 Please send in exact location,and affected number, for escalation. CA",2441574,2.0,
2092984,@GloCare pls my line got blocked while trying to input my code,sim_or_device_issue,0.5037223100662231,I'm having issues with my line @GloCare,@442531 We apologize for any inconvenience you may have experienced. Please describe the exact difficulty. Thank you. UO.,1386016,1.0,
1266230,"@GloCare I don't want messages about recharge to get bonus etc, it comes in every morning and it's really disturbing",unauthorized_charge_or_vas,0.5845032930374146,Dear @GloCare please stop sending me 3/4 different messages to prompt a single recharge....it doesn't show efficient customer service.,@706393 Sincere apologies. Kindly send STOP to 2442 to stop unsolicited sms and calls advertising any VAS service alerts. GA,2469264,2.0,
1016172,@GloCare I'm having issues recharging my glo line. I need help pls,recharge_or_airtime_issue,0.1753203719854354,@GloCare I can't recharge my glo line. Kindly respond to my messages,"@367860, to recharge, pls dial 123 and follow the voice instructions to recharge. Thank you",1048767,2.0,
304494,@GloCare I currently do not have sufficient credit to make the call,voice_or_line_issue,0.2928913831710815,@GloCare for god sakes I've not been able to make any call for 2 days! Keeps saying I have insufficient credit. What the hell ?!,"@654883 We apologize.Kindly provide your number, device type, exact location and error response for a quick check . Thank you. AP",2247216,2.0,
2330443,"Hello @gloCare 
I don't receive SMS on my line. Please kindly correct",voice_or_line_issue,0.3319338262081146,@GloCare I have not been able to receive phone calls and send sms on my line for a while now,"@571833 Hello Dimeji, we empathize. Please restart the device or try sim in another device. Revert via DM with the number if issue persists. SO",1920846,2.0,
1518982,@GloCare please kindly deactivate the Auto borrow me on dis line 07057946656 up,recharge_or_airtime_issue,0.1668346673250198,@GloCare please I need to deactivate auto borrow.... why am I unable to do so? 08153882782,"@207618 Hello-vaiz, To cancel auto borrow, please dial *321*9*12#. Thank you. UO.",387013,2.0,
424203,@GloCare @215975 Please unsubscribe entertainment factory on my line 0905 585 8471.,unauthorized_charge_or_vas,0.1563487946987152,@GloCare kindly unsubscribe 08050456720 from Entertainment Factory (55357),"@308421 Good afternoon, please text STOP to 55357 to deactivate the service. Thank you. SO",790131,2.0,
1632844,@GloCare .THIS is sad cause am thinking of changing my line. not fair . What's happening wit ur network .,network_issue,0.391323983669281,@GloCare what's happening to ur network.,"@165612 Morning Danny, may we know the exact issue being experienced at your location to offer you assistance? TT",1992665,2.0,
65411,@GloCare u guys wee just be deducting 1s money and if u now call u wee start hearing..u subscribed for certain plans... Issa lie o,unauthorized_charge_or_vas,0.6212266683578491,@GloCare as usual you will still deduct my money after som time.u will always unsubscribe&amp;do other wise later.I will break off this sim soon,@126397 Peter please send  STOP to 55060 to deactivate the VAS. You may send STOP to 2442 for full VAS DND.  Thank you.  TT,606551,2.0,
2715647,"@GloCare 3days old sim wit N400, plus bonus and jumbo. Only about 10mins call. No SMS, no internet. Calculate it",sim_or_device_issue,0.5956156849861145,"@GloCare  my no is 08118101301
I had a bonus of #2500 on my Jumbo Sim, and #500 as my main balance, made a 20 mins call on my to a glo line","@139859 Kindly note that you can not call other networks and numbers in your friends and family package with the bonus,bonus is meant for glo to glo calls only. AP",111183,1.0,
1855757,"@GloCare seems you guys now run shift with a data service I paid for. At night no network, in the morning it shows face.",data_issue,0.7874802350997925,"@GloCare What is your problem? How can I subscribe to your network and not have access to your data service? Just so you know, its been like this all day.",@374580 Good evening. We offer our apologies about this.May we have your number and the location of this occurrence? ^GM,2902282,2.0,
2218246,"@GloCare please guys, data browsing just stopped at egbeda/idimu/ikotun area . Alimosho Lagos. Full network bars but no browsing",data_issue,0.4416460692882538,"@GloCare hello guys , please browsing is not working here at egbeda/idimu/ikotun axis of Lagos. Please do somthing about it .","@343861 Hello Julius, we apologize. We are aware of the issue and the network engineers are working to resolve it. Kindly be patient. TT",2330575,2.0,
2443697,"@GloCare @700705 @117627 Bukuru, Jos. Loss of signal for &gt;6 hours. Tafawa Balewa, Jos. Loss of Internet service. This happens on a daily actually.",network_issue,0.6363216638565063,"@GloCare @139868 Omu aran, kwara state. It is not only me. No glo network signal since ystrday morning.",@144578 @139868 Okay. Kindly provide the details for general resolution. Thank you. DA,127261,2.0,
496739,@GloCare ur data service at Lagos island is terrible. I can't browse since morning,data_issue,0.466425359249115,"@GloCare your network is so bad around my area, I could not call, I could not use my data. Meiran, in Lagos. For the past 3weeks now.",@653897 We sincerely apologize for the inconvenience. The issue with your location is being worked on. We implore you to please bear with us. GA,2242970,1.0,
1389446,@GloCare help me check my line 08058011999 i ave megabyte but i pay for internet from the main acct,data_issue,0.6130773425102234,@GloCare Pls kindly do something on this line the network is so poor and bad can't even use the internet. 09059293195,"@255855 Apologies, may we know your location? DA",2651017,1.0,
2358270,"Good evening guys, so i have been unable to browse properly with my Glo sim since Saturday @GloCare",data_issue,0.2737241983413696,@GloCare i have been unable to browse with my glo sim for about 2days now. I need assistance ASAP,"@660656 May we have the affected location (with nearest landmark),and number,for resolution. Thank you. CA",2270507,2.0,
134239,"@airtel_care @GloCare Pls what is the cheapest data u have because all like other networks like glo, have 1000 for 3.5gb",data_plan_issue,0.5805238485336304,@201381 @117627 @GloCare 3.2g for 1k and u can't even view pictures.... Airtel free data mode,@215653 We apologize for any inconvenience you may have experienced. Please describe the exact difficulty. Thank you. UO.,422641,1.0,
445883,"@GloCare pls no Glo network in OKEMESI ekiti,in ekiti west for d past 9days pls,we want to make call and browse ,find sometin do pls",network_issue,0.2526829242706299,"@GloCare the Glo network in OKEMESI ekiti,in ekiti west is down for almost 3days now,we ar outside d town to make calls, pls..find solution.",@144577 The issue reported has been escalated for resolution. Kindly be patient.  TT,918842,2.0,
1931834,@GloCare glo 09054590520. The last time I sub.  The message I received is that my data expires 2018. Why are yiu deducting my money na.,data_plan_issue,0.6956409215927124,@GloCare Hello! Please glo has been deducting my money for reasons unknown to me. Please I want to why this is happening to 08156997716.,"@329777 Hello Amedox, we apologize. Issue has been escalated to the unit in charge for assistance. We'll revert back to you shortly. SO",1056453,0.0,
163952,"@GloCare 09056699203, the closest landmark is Royal glory hotel, kasmo area, Osogbo, Osun State, huwei honor 6, pls boost your browsing network,",network_issue,0.8403561115264893,@GloCare @117627 Pls my exact location with a landmark has to be on dm pls,@161790 @117627 Okay. Kindly DM the details for further assistance. GA,2031930,1.0,
670042,"@GloCare hey,i need help with my subscription...keeps redirecting me to dial *777# to knw more about data plans",data_plan_issue,0.3440926671028137,"@GloCare hello guys, I can't subscribe for data plans on my line. Kindly assist. 08154131832. Monthly plan","@182033 Morning Fakuade, dial *777# or visit https://t.co/JI1oIB9W08 to subscribe for data plan. We apologize for the inconvenience.  TT",276381,2.0,
28337,"@GloCare No browsing network for us here, and our data subscription is always like a waste.. 
U can carry out a survey on this.. Form itoki to ifo",data_issue,0.7757803797721863,"@GloCare OK, thank you. I really need my data network to work, that's the most important now.","@186799 Good morning, may we know the exact issue with your data connection for assistance. SO",297204,2.0,
1881394,"@GloCare your network is a disgrace, embarrassing that I subscribe and can't even use my data",data_issue,0.3774512410163879,"@GloCare What is your problem? How can I subscribe to your network and not have access to your data service? Just so you know, its been like this all day.",@374580 Good evening. We offer our apologies about this.May we have your number and the location of this occurrence? ^GM,2902282,2.0,
2167982,The worst network you could ever subscribe to its data is @117627 @GloCare @117626. You have data but you can't browse.,data_issue,0.5097970366477966,"@GloCare your network is a disgrace, embarrassing that I subscribe and can't even use my data","@561463 We apologize for any inconvenience. Kindly provide your phone number, exact location, device type and error response so we can progress UO.",1881394,2.0,
2695567,"@GloCare pls am currently on #1000 3gb, i heard is now  4gb, hope on my next renewal is 4gb that i’ll see not 3gb as initial.",data_plan_issue,0.5590146780014038,@GloCare I renew my plan but I still got 3.2 Gb instead of 4Gb. Please can you explain why,"@188713 Hello, kindly provide your number for checks. DA",2092922,2.0,
360520,@117627 @GloCare if u re having network issues inform ur customers. I thought I ve exhausted my bundle not knowing it's ur incompetence.,network_issue,0.5394200682640076,@117627 @700707 @GloCare It is annoying that you always apologize for bad network. Please fix up the network. I won’t threaten to burn my Sim or change network providers. Please make improvements on the network.,@700705 @117627 May we know the issue you are encountering? CA,2443698,2.0,
381896,@GloCare  what is the code to stop getting your entertainment subscriptions finally?I send stop to 55357 only to be subscribed back to it.,unauthorized_charge_or_vas,0.5168972015380859,@GloCare I keep sending stop to 55357 but it subscribes again. I sent stop to 2442 and I am still waiting for it to be activated.,"@206559 Hello Akinyeye, we apologize for the inconvenience, our engineers are working on the issue. Thank you. UO.",381893,2.0,
209770,"@GloCare I'm talking of combo for international calling for 1000k subscription check d bal for me *777#,#122*1# isn't showing it nr is 07059646781",data_plan_issue,0.4111735224723816,"@GloCare Please check my combo bundle balance for Int'l calls for 1000k subscription bcoz anytime I check through *777#,#122*1# no ans nr 07059646781","@165622 Afternoon Roberts, please dial  #122*1#  to check the IDD pack balance.  TT",209665,2.0,
49737,@GloCare It's high time you pple should introduce social bundles/plan...,data_plan_issue,0.8836837410926819,"@GloCare A plan is active now, I'm using Twitter?",@184166 Kindly send CANCEL to 127 to stop auto renewal now. Change the MCN and then send STOP to 2442 for full VAS DND.  TT,286119,0.0,
2486781,@GloCare why am I being asked for a court affidavit to retrieve my registered line?,account_or_general_support,0.6115283370018005,@117625 @117627 @GloCare Why should I waste my time going to a court when they're supposed to easily see my registered data on their system? Please I need answers because this looks irrational to me.,"@810734 @117627 Hello Chijoke, we apologize for the inconvenience. The requested SIM pack is mandated by regulatory body for SIM replacement. If unavailable the affidavit is accepted. TT",2930956,2.0,
598439,@GloCare My number is 08118875122,account_or_general_support,0.0186592191457748,@GloCare My number is 08114820744,@233523 Charged for calls. SO,496741,0.0,
918858,"@GloCare When i try making calls the operator replies ""I can't call this number "" I can't call any number at all",voice_or_line_issue,0.2100227326154709,"@GloCare I said I can't make calls with it. The operator replies "" I can't call this number.""",@132391 Kindly send in your number for a check. Thank you. CA,2733303,2.0,
1371044,@GloCare dailed it and still d same thing here is my number 08074640384,voice_or_line_issue,0.3427968323230743,@GloCare dis is my number..08156880658,@483364 Kindly dial #122*23# unlocked bonus airtime. EE,1565789,0.0,
2054146,"@GloCare The network is so irritating, I think it’s high time to swap the network",sim_or_device_issue,0.4309239983558655,"@GloCare your network is terrible, fix up.","@404148 Helo Murna, may we know the exact issue being experienced at your location to offer you assistance? TT",1210514,1.0,
2500307,"@GloCare @7467 @25740 olorunsogo local govt,igbeti Oyo state,data and voice downtime android device",sim_or_device_issue,0.6084216833114624,"@GloCare 09056168216 Ojo, isashi, Lagos. Android device.",@638604 Work is ongoing in order to resolve the issue. We crave your patience while this is done. Thank you. CA,2218232,2.0,
1825267,@GloCare My credit balance is 100 naira doesn’t show me anything concerning bumpa bonus,bonus_or_promotion_issue,0.516295850276947,@GloCare Got the same message... Can't even check my bumpa bonus,@482266 For bumpa bonus Kindly dial #122*2#. EE,1562202,2.0,
2330536,"@GloCare I thought glo infinito, which I'm currently on, also enjoys the 200% bonus? When did that stop?",bonus_or_promotion_issue,0.6366952657699585,@GloCare To opt in for the 200% Bonus,@141397 Kindly migrate into Glo Bumpa package to enjoy 200% bonus on recharge. Dial *100*10*1# to migrate.  TT,2330541,2.0,
2463673,"@GloCare pls de glo mast in agingi rukuba Rd of bassa LGA of plateau state went off  since a week now and de pple of that community have been in suffering. There is no mtn, 9mobile and airtel services there. Due to the recent killings in de region, it is very dangerous to stay",network_issue,0.779396116733551,@117627 @GloCare GLO THE SUFFERING IS UNBEARABLE. GLO COMMUNICATION MAST MOUNTED BETWEEN  IRO N MOKOLOKI TOWN IS FAULTY. PLS WE NEED GLO ENGINEERS OVER THERE B4  THINGS GET OUT OF HANDS.IT IS THREE GOOD DAYS WiTHOUT NETWORKS OR  SERVices,"@571985 @117627 Sincere apologies, kindly provide your phone number, exact location with landmarks and issue duration for assistance . Thank you. AA",1921384,2.0,
539077,"@GloCare @117627 A week now, your network in Iseyin, Oyo State has been ATROCIOUS to put it MILDLY! Disappearing network!!! I guess you just employed Houdini but we subscribers didn't get the memo. Do remember to copy us when it returns! #MediocreGloNetwork @117626",network_issue,0.7567884922027588,@GloCare  if you happen to see this tweet please fix my network I am in awe in Oyo town in Oyo State abeg,@142668 Good morning Okhiai 1. We apologize for any inconveniences you may have experienced. May we know the exact network issue you are experiencing for a quick resolution? FA,567433,2.0,
2965614,"@GloCare I still can't use the internet o. This is frustrating! 
😠😤",data_issue,0.3385980725288391,@GloCare is that why i cannot use the Internet properly?,"@229324 We apologize. May we have your number, device details and location? SO",480999,2.0,
2005903,"@GloCare 08053575663, connection failure, oke-ode, abule-egba, pipeline junction, igoke estate, tecno Y2, can't browse @18561 except  @2688(mile 2)",data_issue,0.7264031171798706,"@GloCare Oke-odo, pipeline junction, igoke estate",@191917 The issue reported has been escalated for resolution. Kindly be patient.  TT,1952885,1.0,
1462270,@GloCare pls u r deducting 50# from my credit on 08112952225 weekly...pls stop wateva dat is making u deduct it pls immediately...,unauthorized_charge_or_vas,0.3783694803714752,@GloCare please  stop  deducting for my credit my number 09058974494,"@147736 Victory, you were charged for the value added services on your line - Caller tune and Yellowdot. You may text DEREG to 7728 and STOP to 55223 to unsubscribe. FA",1114483,2.0,
1079213,"@GloCare Again where is my N20?? Recharged 3k, you auto renewed a plan I didn't want and my balance mysteriously went down from N2001 to N1981",unauthorized_charge_or_vas,0.5056920051574707,@GloCare Ermm no. I sent this yesterday before I recharged. I only cancelled again today so this nonsense doesn't repeat itself... Where is my N20??? https://t.co/fRGZ4RiH1C,@374571 There was no active plan on the line when you sent the request o cancel auto renewal.  TT,1079210,2.0,
575889,@GloCare Between yesterday and today.... I recharge 500 around after 2,recharge_or_airtime_issue,0.4339469671249389,@GloCare Again I recharged #500 yesta,@504337 Line check show you where given 2500 yesterday. UO,1651473,1.0,
2693389,@GloCare I don't appreciate being ignored and I'm losing my patience. what kind of stupid customer service is this?,non_actionable_or_context_required,0.4642172455787658,@GloCare Keep ignoring your customers,@165653 We apologize for any inconvenience you may have experienced. Thank you. UO.,317838,2.0,
209853,@GloCare I am sincerely disappointed in glo customer service. Would I have lied on that? Even your colleague earlier confirmed it. Check chat history,non_actionable_or_context_required,0.6346300840377808,@GloCare I called glo customer care and they deduct my money omg this is a disgrace,@207469 We apologize for any inconvenience you may have experienced. Kindly provide your number. Thank you. UO.,386352,1.0,
160989,@GloCare  I haven't gotten any response please,non_actionable_or_context_required,0.2473275065422058,@GloCare No reply since,"@787680 we apologize, please provide your number so we verify",2828163,2.0,
9099,@GloCare @117628 @117625 @117626 @117627 @48760 @53205 @7476 This is over 10 times u people have been asking 4my number with conflicting responses frm SO &amp; d likes. 08054117690. U must refund my money.,unauthorized_charge_or_vas,0.4698861241340637,@GloCare 07057571356 I want my money back.,@756549 We apologize for any inconvenience you may have experienced. The complaint has been escalated and deactivated Kindly dial *2220*22# to cancel facebook via sms and send STOP to 2442. Thank you for your patience. UO,2691190,2.0,
